Song,Artist,Genre Tags,Tag Source
7/11,Beyoncé,"clap clap clap, trap, twerk, twerk anthem, Slay",track
Not,Big Thief,"indie rock, folk rock, indie, rock, noise rock",track
Shit Talk,Sufjan Stevens,"ambient, indie folk, chamber folk, singer-songwriter, folktronica",track
Love More,Sharon Van Etten,"folk, indie, check out, beautiful and ohso tragic, pxs: loved",track
Me Against the Music (feat. Madonna) - LP Version / Video Mix,"Britney Spears,Madonna","pop, dance, Madonna, Britney Spears, rnb",track
Something - Remastered 2009,The Beatles,"classic rock, 60s, rock, The Beatles, pop",track
Train Under Water,Bright Eyes,"indie, folk, singer-songwriter, acoustic, alternative",track
Mama,My Chemical Romance,"rock, emo, alternative rock, punk rock, alternative",track
Pale Blue Eyes,The Velvet Underground,"classic rock, 60s, rock, Mellow, psychedelic",track
Change (In the House of Flies),Deftones,"metal, rock, alternative, alternative rock, Deftones",track
Hollywood Baby,100 gecs,"hyperpop, pop punk, alternative rock, power pop, pop rock",track
Razor Boy,Steely Dan,"classic rock, rock, jazz fusion, steely dan, 70s",track
Belinda Says,Alvvays,"indie pop, shoegaze, noise pop, dream pop, rock",track
All I Want Is You,Barry Louis Polisar,"folk, juno, Soundtrack, acoustic, juno soundtrack",track
Parade,Kevin Morby,"fav, 2014, nachspiel, mtv catfish, gr last",track
Manifest,Andrew Bird,fip,track
Acolyte,"Slaughter Beach, Dog",,none
Rikki Don't Lose That Number,Steely Dan,"classic rock, 70s, rock, steely dan, Jazz Rock",track
The Limit To Your Love,Feist,"female vocalists, indie, singer-songwriter, chillout, Mellow",track
The Shell,Lucy Dacus,"indie rock, female vocalists, Lucy Dacus, indie, singer-songwriter",track
Somewhere Down The Crazy River,Robbie Robertson,"singer-songwriter, rock, classic rock, 80s, chill",track
Fantasy,Mariah Carey,"pop, 90s, Mariah Carey, rnb, female vocalists",track
Red Vines,Aimee Mann,"female vocalists, singer-songwriter, rock, alternative, female vocalist",track
Faith Healer,Julien Baker,"indie rock, singer-songwriter, julien baker, 2020s",track
Sun Bleached Flies,Ethel Cain,"dream pop, slowcore, post-rock, singer-songwriter, ambient pop",track
Beautiful People Beautiful Problems (feat. Stevie Nicks),"Lana Del Rey,Stevie Nicks","chamber pop, alternative, Stevie Nicks, soft rock, piano rock",track
Thirteen,Big Star,"70s, acoustic, rock, power pop, classic rock",track
Crave,Paramore,"jangle pop, dream pop, indie, pop, indie rock",track
I'm with You,Avril Lavigne,"pop, rock, female vocalists, pop rock, avril lavigne",track
Julien,Carly Rae Jepsen,"dance-pop, pop, synth funk, electro-disco, dance",track
Eye Know,"De La Soul,Otis Redding","Hip-Hop, hip hop, rap, De La Soul, old school",track
Gretel,Alex G,"folk, indie rock, folk rock, indie folk, personal favourites",track
Macho Man,Village People,"Disco, 70s, dance, oldies, gay",track
Tangled up in Blue,Bob Dylan,"folk, singer-songwriter, Bob Dylan, classic rock, rock",track
Time Today,Kero Kero Bonito,"indietronica, synthpop, indie pop, dream pop, twee",track
I Blame Myself,Sky Ferreira,"pop, electronic, synthpop, indie pop, love at first listen",track
I'm Your Man,Mitski,"folk, singer-songwriter, choral, americana, slowcore",track
Anthems For A Seventeen Year-Old Girl,Broken Social Scene,"indie, Canadian, indie rock, Mellow, Broken social scene",track
The Park,Feist,"female vocalists, indie, singer-songwriter, folk, acoustic",track
Christmas Card From A Hooker In Minneapolis,Tom Waits,"christmas, blues, singer-songwriter, rock, sad",track
A Rainy Night in Soho,The Pogues,"irish, punk, folk, rock, folk rock",track
Slippery People - 2005 Remaster,Talking Heads,"new wave, 80s, rock, post-punk, alternative",track
The Only Exception,Paramore,"acoustic, Paramore, alternative, Love, female vocalists",track
Charlie Freak,Steely Dan,"rock, classic rock, 70s, steely dan, Jazz Rock",track
Fairytale of New York (feat. Kirsty MacColl),"The Pogues,Kirsty MacColl","christmas, folk, xmas, celtic, new york",track
Hurricane,Bob Dylan,"folk, classic rock, rock, singer-songwriter, Bob Dylan",track
April Come She Will,Simon & Garfunkel,"folk, 60s, acoustic, classic rock, rock",track
The Longest Time,Billy Joel,"80s, rock, pop, billy joel, classic rock",track
Rose-Colored Boy,Paramore,"new wave, synthpop, alternative dance, pop rock, power pop",track
All Night Long (All Night),Lionel Richie,"80s, soul, pop, dance, rnb",track
Gucci Gucci,Kreayshawn,"Hip-Hop, rap, swag, hip hop, catchy as fuck",track
Pump It Up - 2021 Remaster,Elvis Costello & The Attractions,"new wave, rock, 70s, punk, classic rock",track
Under the Milky Way,The Church,"80s, alternative, new wave, rock, Donnie Darko",track
Murder On The Dancefloor,Sophie Ellis-Bextor,"pop, dance, female vocalists, Disco, british",track
I'm On A Boat,"The Lonely Island,T-Pain","comedy, funny, Hip-Hop, music to be on a boat to, catchy",track
Sisters of Mercy,Leonard Cohen,"folk, singer-songwriter, leonard cohen, 60s, Canadian",track
Hell Broke Luce,Tom Waits,"Experimental Rock, singer-songwriter, alternative rock, fucking great, experimental",track
Bravado,Lorde,"pop, synthpop, dance, electronic, female vocalists",track
Ham 'N' Eggs,A Tribe Called Quest,"Hip-Hop, hip hop, Jazz Hop, 90s, food",track
Rocket's Tail - 2018 Remaster,Kate Bush,"alternative, female vocalists, singer-songwriter, rock, 80s",track
What's Going On,Marvin Gaye,"soul, motown, 70s, marvin gaye, oldies",track
Always Be My Baby,Mariah Carey,"pop, Mariah Carey, 90s, rnb, Love",track
Carry Me Out,Mitski,"indie rock, 2014, indie, chill, rock",track
The Man in Me,Bob Dylan,"folk, classic rock, The Big Lebowski, Soundtrack, singer-songwriter",track
Impossible Germany,Wilco,"indie, rock, alternative, Alt-country, indie rock",track
Masters of War,Bob Dylan,"folk, 60s, singer-songwriter, acoustic, political",track
Sunday Candy,Nico Segal,,none
Complicated,Avril Lavigne,"pop, rock, avril lavigne, pop rock, female vocalists",track
That's All - 2007 Remaster,Genesis,"80s, Progressive rock, rock, classic rock, genesis",track
Climbing Up the Walls,Radiohead,"alternative, alternative rock, rock, radiohead, indie",track
All Night (feat. Knox Fortune),"Chance the Rapper,Knox Fortune","Hip-Hop, electronic, rap, dance, party",track
Stuck Inside of Mobile with the Memphis Blues Again,Bob Dylan,"folk, folk rock, classic rock, rock, 60s",track
The Partisan,Leonard Cohen,"folk, singer-songwriter, leonard cohen, Canadian, classic rock",track
Baby's On Fire - Remastered 2004,Brian Eno,"experimental, 70s, glam rock, rock, glam",track
Tip Toe Thru' the Tulips with Me,Tiny Tim,"pop, experimental, singer-songwriter, odd, falsetto",track
How Soon Is Now? - 2011 Remaster,The Smiths,"80s, alternative, indie, new wave, rock",track
Miss America,David Byrne,"David Byrne, alternative, summer candy, rock, latin",track
Shatter,Maggie Rogers,"rock, new wave, electro rock, electropop, indie",track
Icehead,Alex G,"meth, Lo-Fi, eclectic, 2014, hall of fame",track
Give Me One Reason,Tracy Chapman,"blues, female vocalists, folk, singer-songwriter, 90s",track
Mis,Alex G,"singer-songwriter, indie folk, Masterpiece, bedroom pop, HOOD CLASSIC",track
1000 Oceans,Tori Amos,"alternative, piano, female vocalists, singer-songwriter, Love",track
Is This Love,Bob Marley & The Wailers,"reggae, Bob Marley, roots reggae, jamaican, Love",track
In My Room - Remastered,The Beach Boys,"60s, oldies, pop, Surf, classic rock",track
Turn Your Lights Down Low,Bob Marley & The Wailers,"reggae, roots reggae, Bob Marley, Love, 70s",track
A Month Of Sundays,Don Henley,"rock, Don Henley, singer-songwriter, songs about weekdays, classic rock",track
Waiting Room,Phoebe Bridgers,"alternative, alternative rock, folk, indie rock, folk rock",track
Atlantic City,Bruce Springsteen,"rock, classic rock, singer-songwriter, Bruce Springsteen, folk",track
What You Waiting For?,Gwen Stefani,"pop, dance, female vocalists, gwen stefani, rock",track
Missed,PJ Harvey,"female vocalists, alternative, rock, alternative rock, indie",track
Black Cow,Steely Dan,"rock, steely dan, Jazz Rock, classic rock, 70s",track
Joan of Arc,Leonard Cohen,"folk, singer-songwriter, leonard cohen, acoustic, Canadian",track
I Want Your Love,CHIC,"Disco, 70s, funk, soul, Chic",track
Luka,Suzanne Vega,"female vocalists, 80s, pop, singer-songwriter, folk",track
"How Big, How Blue, How Beautiful",Florence + The Machine,"indie, songs that i will still be listening to in a billion years, rock, beautiful, love at first listen",track
God's Away On Business,Tom Waits,"blues, experimental, Tom Waits, alternative, singer-songwriter",track
Runaround Sue - Remastered 1991,Dion,"oldies, 60s, rock n roll, doo wop, 50s",track
Penny Lane - Remastered,The Beatles,"classic rock, 60s, rock, pop, The Beatles",track
If Not for You,Bob Dylan,"folk, folk rock, 70s, singer-songwriter, rock",track
All My Friends,LCD Soundsystem,"electronic, dance, indie, electronica, alternative",track
The Ballad Of El Goodo,Big Star,"power pop, 70s, rock, classic rock, Ballad",track
Road to Nowhere,Talking Heads,"80s, new wave, rock, pop, alternative",track
Redemption Song,Bob Marley & The Wailers,"reggae, Bob Marley, roots reggae, acoustic, jamaican",track
Comfortably Numb,Pink Floyd,"Progressive rock, classic rock, Pink Floyd, Psychedelic Rock, rock",track
White Rabbit,Jefferson Airplane,"psychedelic, classic rock, Psychedelic Rock, 60s, rock",track
Heat Lightning,Mitski,"seen live, art rock, synthpop, chill, rock",track
(They Long To Be) Close To You,Carpenters,"70s, oldies, pop, carpenters, female vocalists",track
I'm Shipping Up To Boston,Dropkick Murphys,"punk, irish, celtic punk, Irish Punk, Soundtrack",track
Rebel Yell,Billy Idol,"80s, rock, classic rock, new wave, Billy Idol",track
Superstar,Carpenters,"70s, easy listening, carpenters, pop, oldies",track
Fight For Your Right,Beastie Boys,"Hip-Hop, 80s, rock, rap, alternative",track
Get Happy/Happy Days Are Here Again (feat. Judy Garland),"Barbra Streisand,Judy Garland","female vocalists, pop, 80s, diva, 70s",artist
Groove Is in the Heart,Deee-Lite,"dance, 90s, pop, funk, electronic",track
Super Freak,Rick James,"funk, 80s, Disco, dance, soul",track
I Wonder Why - Remastered,Dion & The Belmonts,"oldies, doo wop, 50s, Rock and Roll, rock",track
Sinnerman,Nina Simone,"jazz, soul, female vocalists, blues, nina simone",track
Always on My Mind - 2003 Remaster,Pet Shop Boys,"80s, pop, electronic, synthpop, cover",track
Follow Your Arrow,Kacey Musgraves,"country, country pop, 2013, ladies of country, kacey musgraves",track
Heart of Gold,Neil Young,"classic rock, folk rock, rock, singer-songwriter, folk",track
Mission,Alex G,"emo, indie rock, epic, beautiful, folk rock",track
I Am Not a Robot,MARINA,"indie pop, chamber pop, art pop, indie, singer-songwriter",track
Rainy Days And Mondays,Carpenters,"70s, oldies, pop, carpenters, female vocalists",track
I Won't Back Down,Tom Petty,"classic rock, rock, 80s, Tom Petty, heartland rock",track
How Am I Different,Aimee Mann,"singer-songwriter, female vocalists, rock, Aimee Mann, alternative",track
Telephone,"Lady Gaga,Beyoncé","pop, dance, Lady Gaga, female vocalists, electropop",track
Changing of the Guards,Bob Dylan,"singer-songwriter, folk, folk rock, classic rock, 70s",track
party 4 u,Charli xcx,"electropop, bubblegum bass, hyperpop, pop rap, alternative rnb",track
Let Me Roll It - 2010 Remaster,"Paul McCartney,Wings","classic rock, paul mccartney, british, rock, live",track
The Killing Moon,Echo & the Bunnymen,"80s, new wave, post-punk, alternative, Donnie Darko",track
American Boy,"Estelle,Kanye West","rnb, female vocalists, pop, soul, Hip-Hop",track
Ohio,"Crosby, Stills, Nash & Young","jazz, swing, oldies, christmas, crooners",artist
Don't Worry Baby - Remastered 2001,The Beach Boys,"60s, classic rock, oldies, pop, Beach Boys",track
Check the Rhime,A Tribe Called Quest,"Hip-Hop, hip hop, rap, a tribe called quest, 90s",track
Chicago,Sufjan Stevens,"indie, folk, singer-songwriter, beautiful, sufjan stevens",track
Sad-Eyed Lady of the Lowlands,Bob Dylan,"folk rock, folk, rock, singer-songwriter, Bob Dylan",track
I Want You Back,The Jackson 5,"motown, soul, 70s, pop, funk",track
I Wanna Be Your Lover,Prince,"funk, prince, 80s, pop, soul",track
Tango Till They're Sore,Tom Waits,"blues, singer-songwriter, Tom Waits, jazz, rock",track
In My Life - Remastered 2009,The Beatles,"classic rock, 60s, The Beatles, rock, pop",track
(Sittin' On) the Dock of the Bay,Otis Redding,"soul, 60s, oldies, rhythm and blues, motown",track
Don't You (Forget About Me),Simple Minds,"80s, new wave, pop, rock, pop rock",track
Virginia Plain,Roxy Music,"glam rock, 70s, rock, classic rock, art rock",track
Something In The Way,Nirvana,"Grunge, rock, 90s, alternative, Nirvana",track
Headlock,Snail Mail,"indie, indie rock, female vocalists, alternative, alternative rock",track
Army Dreamers,Kate Bush,"female vocalists, 80s, pop, alternative, Kate Bush",track
Carry the Zero,Built To Spill,"indie, indie rock, rock, amazing, alternative",track
She's My Winona,Fall Out Boy,"rock, alternative, Fall Out Boy, punk rock, pop punk",track
Subterranean Homesick Blues,Bob Dylan,"folk, 60s, singer-songwriter, classic rock, rock",track
Top Of The World,Carpenters,"70s, carpenters, pop, easy listening, oldies",track
It's My House,Diana Ross,"soul, motown, Disco, pop, female vocalists",track
No Children,The Mountain Goats,"folk, indie, singer-songwriter, acoustic, favorites",track
Crystal,Fleetwood Mac,"classic rock, rock, 70s, pop, soft rock",track
Let's Hang On,Frankie Valli & The Four Seasons,"60s, oldies, northern soul, Soundtrack, pop",track
Take Five,The Dave Brubeck Quartet,"jazz, cool jazz, instrumental, saxophone, piano",track
Can I Kick It?,A Tribe Called Quest,"Hip-Hop, hip hop, 90s, rap, Jazz Hop",track
Miami 2017 (Seen the Lights Go Out On Broadway),Billy Joel,"rock, classic rock, singer-songwriter, pop, piano rock",track
Only A Fool Would Say That,Steely Dan,"classic rock, rock, Jazz Rock, steely dan, 70s",track
Border Song,Elton John,"classic rock, rock, soft rock, elton john, pop",track
Jackie,Yves Tumor,"glam rock, indie, alternative rock, indie rock, glam",track
Lazy Confessions,The Moldy Peaches,"indie, Lo-Fi, rock, folk, happy",track
You Love Me,Kimya Dawson,"indie, female vocalists, Love, Mellow, piano",track
Rockin' in the Free World,Neil Young,"classic rock, rock, political, Canadian, guitar",track
BIPP,SOPHIE,"bubblegum bass, synthpop, electronic, pop, electropop",track
Last Dance,Donna Summer,"Disco, 70s, dance, female vocalists, pop",track
Don't Let The Sun Go Down On Me - Remastered 1995,Elton John,"pop, classic rock, elton john, rock, british",track
Starburned and Unkissed,Caroline Polachek,"noise pop, indie rock, indietronica, dream pop, Neo-Psychedelia",track
I Would Die 4 U,Prince,"80s, pop, funk, prince, rock",track
Rosa,Grimes,"art pop, electronic, pop, epic, beautiful",track
Ocean Man,Ween,"alternative, experimental, rock, fun, spongebob",track
This Year,The Mountain Goats,"indie, folk, acoustic, singer-songwriter, indie rock",track
Congratulations,MGMT,"indie, indie pop, electronic, Psychedelic Rock, rock",track
Y.M.C.A.,Village People,"Disco, 70s, dance, pop, 80s",track
These Boots Are Made For Walkin',Nancy Sinatra,"60s, oldies, pop, female vocalists, nancy sinatra",track
Positively 4th Street - Single Version,Bob Dylan,"folk, singer-songwriter, folk rock, classic rock, rock",track
Black Boys on Mopeds,Sinéad O'Connor,"female vocalists, alternative, folk, rock, irish",track
Wesley's Theory,"Kendrick Lamar,George Clinton,Thundercat","Conscious Hip Hop, funk, MySpotigramBot, hip hop, Hip-Hop",track
Give Me Back My Man,The B-52's,"new wave, 80s, pop, alternative, indie",track
She's Always a Woman,Billy Joel,"piano, classic rock, billy joel, 70s, rock",track
Dreaming,Blondie,"new wave, 80s, pop, rock, female vocalists",track
Maps,Yeah Yeah Yeahs,"indie, indie rock, female vocalists, alternative, rock",track
Hold On,Tom Waits,"singer-songwriter, blues, rock, Tom Waits, alternative",track
How to Be a Heartbreaker,MARINA,"electropop, dance, dance-pop, electro house, electronic",track
Chemtrails Over The Country Club,Lana Del Rey,"singer-songwriter, dream pop, art pop, alternative, americana",track
Only Love Can Break Your Heart,Neil Young,"classic rock, singer-songwriter, rock, folk rock, Neil Young",track
Greedy,Ariana Grande,"berro, pop, love at first listen, omg, grito",track
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon,Yoko Ono","christmas, rock, classic rock, pop, 70s",track
Diamonds And Rust,Joan Baez,"folk, female vocalists, singer-songwriter, acoustic, 70s",track
I Won't Last A Day Without You,Carpenters,"70s, carpenters, easy listening, pop, love songs",track
Celebrity Skin,Hole,"Grunge, rock, 90s, female vocalists, alternative",track
Champagne Supernova,Oasis,"britpop, rock, 90s, alternative, british",track
Just the Way You Are,Billy Joel,"70s, pop, singer-songwriter, romantic, rock",track
Dirty Old Town,The Pogues,"irish, folk, celtic, punk, rock",track
What A Wonderful World,Louis Armstrong,"jazz, oldies, blues, louis armstrong, swing",track
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,"country, folk, Johnny Cash, singer-songwriter, blues",track
Paradise,Sade,"soul, female vocalists, jazz, Sade, chillout",track
Big Yellow Taxi,Joni Mitchell,"folk, female vocalists, singer-songwriter, acoustic, 70s",track
Lua,Bright Eyes,"indie, acoustic, singer-songwriter, folk, sad",track
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,"alternative rock, rock, Funk Rock, alternative, Red Hot Chili Peppers",track
Alejandro,Lady Gaga,"pop, Lady Gaga, dance, electronic, female vocalists",track
Come Sail Away,Styx,"classic rock, rock, 70s, styx, Progressive rock",track
Anonymous Club,Courtney Barnett,"australia, indie, indie pop, indie rock, female vocalists",track
Buzzcut Season,Lorde,"indie pop, pop, art pop, electronic, indietronica",track
Honesty,Billy Joel,"70s, pop, classic rock, piano, rock",track
The Times They Are A-Changin',Bob Dylan,"folk, classic rock, 60s, singer-songwriter, rock",track
Tell Me Why,Neil Young,"classic rock, rock, singer-songwriter, folk, Neil Young",track
Not a Bad Thing,Justin Timberlake,"pop, rnb, Ballad, r&b, 2014",track
Bad and Boujee (feat. Lil Uzi Vert),"Migos,Lil Uzi Vert","MySpotigramBot, trap, Hip-Hop, rap, 2010s",track
Holy Grail,"JAY-Z,Justin Timberlake","Holy Grail, hip hop, Hip-Hop, 2013, Justin Timberlake",track
Mercy,"Kanye West,Big Sean,Pusha T,2 Chainz","hip hop, swag, 2012, rap, Hip-Hop",track
Suit & Tie (feat. JAY-Z),"Justin Timberlake,JAY-Z","pop, male vocalists, rnb, 2013, Hip-Hop",track
Drunk in Love (feat. JAY-Z),"Beyoncé,JAY-Z","rnb, sexy, 2014, Hip-Hop, rap",track
Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Mary Lambert","hip hop, rap, Love, Hip-Hop, seattle",track
Low Life (feat. The Weeknd),"Future,The Weeknd","trap, MySpotigramBot, pop rap, cloud rap, The Weeknd",track
SICKO MODE,Travis Scott,"MySpotigramBot, trap, rap, Drake, Southern Hip Hop",track
Only,"Nicki Minaj,Drake,Lil Wayne,Chris Brown","Drake, Chris Brown, Hip-Hop, rap, Lil Wayne",track
The Time (Dirty Bit),Black Eyed Peas,"dance, electronic, pop, black eyed peas, Hip-Hop",track
She Will,"Lil Wayne,Drake","rap, Hip-Hop, media player library, Southern Hip Hop, MySpotigramBot",track
Lighters,"Bad Meets Evil,Bruno Mars","Eminem, rap, Hip-Hop, bad meets evil, inspirational",track
MotorSport,"Migos,Nicki Minaj,Cardi B","rap, trap, Hip-Hop, hip hop, nicki minaj",track
Wagon Wheel,Darius Rucker,"country, 2013, american, modern country, my favorite",track
I'm On One,"DJ Khaled,Drake,Rick Ross,Lil Wayne","Hip-Hop, hip hop, rap, 2011, 2010s",track
Hello,Adele,"soul, pop, 2015, british, female vocalists",track
Clique,"Kanye West,JAY-Z,Big Sean","rap, hip hop, FUCKING AWESOME, music, 2012",track
Black Beatles,"Rae Sremmurd,Gucci Mane","trap, rap, pop rap, 2010s, Southern Hip Hop",track
I Gotta Feeling,Black Eyed Peas,"pop, dance, black eyed peas, electronic, hip hop",track
BedRock,"Young Money,Lloyd","rap, Hip-Hop, hip hop, bedrock, bed rock",track
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne","rap, Hip-Hop, rnb, 2010s, 2017",track
Someone Like You,Adele,"Adele, soul, piano, british, female vocals",track
I Don't Fuck With You,"Big Sean,E-40","Hip-Hop, big sean, rap, 10s, hip hop",track
Scream & Shout,"will.i.am,Britney Spears","dance, pop, party, Britney Spears, 2010s",track
Thinking out Loud,Ed Sheeran,"soul, Love, lovesong, 10s, middle",track
Moment 4 Life,"Nicki Minaj,Drake","Hip-Hop, rap, hip hop, female vocalists, rnb",track
Paradise,Coldplay,"rock, alternative rock, british, alternative, britpop",track
Need You Now,Lady A,"country, lady antebellum, modern country, Love, beautiful",track
Some Nights,fun.,"indie, pop, alternative, 10s, indie pop",track
Mirrors - Radio Edit,Justin Timberlake,"pop, Justin Timberlake, epic, best of 2013, 2013",track
Take Care,"Drake,Rihanna","Drake, rnb, pop, 2011, Rihanna",track
Deuces (feat. Tyga & Kevin McCall),"Chris Brown,Tyga,Kevin McCall","rnb, Chris Brown, tyga, hip hop, american",track
You Say,Lauren Daigle,"2010s, pop, female vocalists, piano, easy listening",track
Right Above It,"Lil Wayne,Drake","Lil Wayne, hip hop, rap, 2010, Hip-Hop",track
Girl On Fire (feat. Nicki Minaj) - Inferno Version,"Alicia Keys,Nicki Minaj","Hip-Hop, pop, rnb, billboard",track
Uptown Funk (feat. Bruno Mars),"Mark Ronson,Bruno Mars","funk, pop, 2014, Bruno Mars, dance",track
All of Me,John Legend,"rnb, pop, 2014, Love, soul",track
OMG (feat. will.i.am),"USHER,will.i.am","rnb, Usher, dance, hip hop, will i am",track
I Feel It Coming,"The Weeknd,Daft Punk","rnb, MySpotigramBot, pop, Daft Punk, 2016",track
Nothin' on You (feat. Bruno Mars),"B.o.B,Bruno Mars","Hip-Hop, Bruno Mars, hip hop, rap, rnb",track
Don't Tell 'Em,"Jeremih,YG","Hip-Hop, dj mustard, 2014, YG, rap",track
Loyal (feat. Lil Wayne & Tyga),"Chris Brown,Lil Wayne,Tyga","rnb, Hip-Hop, Lil Wayne, tyga, hip hop",track
Perfect,Ed Sheeran,"Ballad, pop, Love, soul, british",track
Blurred Lines,"Robin Thicke,T.I.,Pharrell Williams","dance, pop, 2013, r&b, rnb",track
Love The Way You Lie,"Eminem,Rihanna","rap, Hip-Hop, Eminem, Love, emotional",track
No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame,Roscoe Dash,Wale","Hip-Hop, hip hop, Energetic, waka, Brooklyn",track
Too Good,"Drake,Rihanna","dancehall, 2016, rnb, pop, rap",track
What's My Name?,"Rihanna,Drake","rnb, pop, Rihanna, female vocalists, r&b",track
Antidote,Travis Scott,"trap, rap, Hip-Hop, psychedelic, travis scott",track
Breakeven,The Script,"rock, pop, alternative, indie, The Script",track
Castle on the Hill,Ed Sheeran,"rock, pop, british, folk, pop rock",track
No Guidance (feat. Drake),"Chris Brown,Drake","rnb, Drake, Chris Brown, rap, 2010s",track
Born This Way,Lady Gaga,"pop, Lady Gaga, dance, born this way, epic",track
Let It Go,James Bay,"indie pop, love at first listen, 2010s, The Vampire Diaries, chillout",track
Can't Hold Us (feat. Ray Dalton),"Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton","Hip-Hop, pop, rap, noise, black metal",track
Photograph,Ed Sheeran,"pop, love at first listen, emotional, Ed Sheeran, best song of the world",track
The A Team,Ed Sheeran,"acoustic, pop, british, sad, chillout",track
Counting Stars,OneRepublic,"pop rock, rock, pop, love at first listen, melancholic",track
It Will Rain,Bruno Mars,"pop, Love, soul, Bruno Mars, Soundtrack",track
Imma Be,Black Eyed Peas,"Hip-Hop, black eyed peas, dance, Imma Be, hip hop",track
Elastic Heart,Sia,"pop, soul, r&b, sia, I love this song",track
Boo'd Up,Ella Mai,"british, rnb, pop, UK, r and b",track
White Iverson,Post Malone,"Hip-Hop, MySpotigramBot, rap, trap, 2010s",track
Don't You Wanna Stay (with Kelly Clarkson),"Jason Aldean,Kelly Clarkson","country, Love, modern country, beautiful, duets",track
Latch,"Disclosure,Sam Smith","House, electronic, deep house, UK Garage, electronica",track
Blow Me (One Last Kiss),P!nk,"pop, pop rock, female vocalists, pink, rock",track
Bad (feat. Tiara Thomas),"Wale,Tiara Thomas","Hip-Hop, hip hop, chill, rnb, sex",track
I Like It,"Cardi B,Bad Bunny,J Balvin","rap, Hip-Hop, trap, hip hop, Latin Rap",track
Good Life,OneRepublic,"alternative, rock, OneRepublic, pop, happy",track
iSpy (feat. Lil Yachty),"KYLE,Lil Yachty","Hip-Hop, hip hop, pop, rap, trap",track
Love Me,"Lil Wayne,Drake,Future","love me, southern rap, Hip-Hop, rap, 2013",track
Let Her Go,Passenger,"folk, acoustic, british, let her go, 2012",track
Earned It (Fifty Shades Of Grey) - From The  Fifty Shades Of Grey  Soundtrack,The Weeknd,"soul, 2015, Soundtrack, romantic, Canadian",track
Love Me Like You Do - From  Fifty Shades Of Grey ,Ellie Goulding,"pop, love at first listen, 2015, electronic, female vocalists",track
23,"Mike WiLL Made-It,Miley Cyrus,Wiz Khalifa,Juicy J","Hip-Hop, rap, Miley Cyrus, Mike Will Made It, juice j",track
For the First Time,The Script,"rock, indie, irish, The Script, pop",track
"Me, Myself & I","G-Eazy,Bebe Rexha","hip hop, bebe rexha, memories, Driving, club",track
"i hate u, i love u (feat. olivia o'brien)","gnash,Olivia O'Brien","sad, 2016, chill, calm, piano",track
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,"pop, dance, rnb, Love, electronic",track
We Are Young (feat. Janelle Monáe),"fun.,Janelle Monáe","indie, pop, fun, alternative, indie pop",track
1-800-273-8255,"Logic,Alessia Cara,Khalid","hip hop, numbers, Hip-Hop, pop, rap",track
The Monster,"Eminem,Rihanna","rap, Hip-Hop, pop, Eminem, hip hop",track
Good Feeling,Flo Rida,"party, Hip-Hop, electronic, dance, 2011",track
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk,Pharrell Williams,Nile Rodgers","electronic, pop, french house, male vocalist, Daft Punk",track
Not Afraid,Eminem,"rap, Eminem, hip hop, Hip-Hop, not afraid",track
6 Foot 7 Foot,"Lil Wayne,Cory Gunz","MySpotigramBot, club, 2011, Southern Hip Hop, hip hop",track
Panda,Desiigner,"2016, trap, hip hop, 2010s, Hip-Hop",track
Stereo Love,"Edward Maya,Vika Jigulina","dance, House, club, electronic, summer 2010",track
Stuck Like Glue,Sugarland,"country, sugarland, catchy, female vocalists, stuck like glue",track
I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN,Taylor Swift","pop, rnb, Soundtrack, taylor swift, alternative rnb",track
Try,P!nk,"pop, pop rock, female vocalists, rock, beautiful",track
jar of hearts,Christina Perri,"female vocalists, pop, Love, singer-songwriter, sad",track
Story of My Life,One Direction,"pop, story of my life, one direction, love at first listen, british",track
Am I Wrong,Nico & Vinz,"pop, 2014, nico and vinz, summer 2014, Am I Wrong",track
No Limit,"G-Eazy,A$AP Rocky,Cardi B","cardi b, Hip-Hop, rap, bounce, trap",track
Controlla,Drake,"2016, Hip-Hop, rap, Canadian, Drake",track
Closer,"The Chainsmokers,Halsey","2016, electronic, pop, EDM, future bass",track
Haven't Met You Yet,Michael Bublé,"pop, michael buble, jazz, easy listening, Canadian",track
Bailando - Spanish Version,"Enrique Iglesias,Descemer Bueno,Gente De Zona","bailando, spanish, dance, latin, summer",track
Take Your Time,Sam Hunt,"pop, country, rnb, country pop, Ballad",track
The Hills,The Weeknd,"rnb, electronic, trap, dark, r&b",track
Just Give Me a Reason (feat. Nate Ruess),"P!nk,Nate Ruess","pop, 2013, P!nk, best of 2012, Ballad",track
