Song,Artist,Popularity,BPM,Dance,Energy,Acoustic,Happy,Loud,Camelot,Genre,Subgenre,Clean_Lyrics
Mis,Alex G,0.675,0.07058823529411767,0.5058823529411764,0.3020833333333333,0.8080808080808082,0.08333333333333333,0.6000000000000001,8B,indie,indie folk,baby 's alright wanna see tonight minute second say nothing make right say miss bad say guess need around well paint problem picture twist arm till make sound say miss bad say
1000 Oceans,Tori Amos,0.16250000000000003,0.511764705882353,0.49411764705882355,0.20833333333333334,0.797979797979798,0.19791666666666666,0.52,6B,alternative,alternative,tear cry cry thousand ocean seem float darkness well believe would keep keep fly would cry thousand take sail home sail home sail home aware rule know run know follow silbury hill solar field know follow find still remember play train li little blue ball fade away silbury hill though solar field know follow aware rule know run know follow tear cry cry thousand ocean seem float darkness well believe would keep keep fly cry thousand take sail home sail home sail home sail sail home
Waiting Room,Phoebe Bridgers,0.7375,0.4764705882352941,0.49411764705882355,0.26041666666666663,0.3434343434343435,0.09375,0.64,10B,alternative,alternative rock,teacher would fail class take ' til notice waiting room would never see doctor would sit first aid kit bleed wanna power ballad lift hold wanna broken love song feed misery wish want bring together plus know whatever happen know well broken body wash ashore ask breathe open mouth gun lip blow brain wanna make drive night say maybe come wanna make fall love hard poor parent ' teenage daughter good ever let know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well know well
Atlantic City,Bruce Springsteen,0.4625,0.34705882352941175,0.43529411764705883,0.40624999999999994,0.31313131313131315,0.32291666666666663,0.6000000000000001,12B,rock,rock,well blow chicken man philly last night blow house boardwalk get ready fight go see racket boy trouble bus state da get relief go rumble promenade gambling commission 's hang skin tooth well everything die baby fact maybe everything die someday come back put makeup fix hair pretty meet tonight atlantic city well get job try put money away get debt honest man pay draw central trust buy two ticket coast city bus well baby everything die fact maybe everything die someday come back put makeup fix hair pretty meet tonight atlantic city luck may die love may cold forever stay go sand 's turning gold put stocking baby 'cause night 's get cold maybe everything die baby fact maybe everything die someday come back look job hard find winner loser get catch wrong side line well tired come lose end honey last night meet guy go little favor well guess everything die baby fact maybe everything die someday come back fix hair nice set pretty meet tonight atlantic city meet tonight atlantic city meet tonight atlantic city meet tonight atlantic city
What You Waiting For?,Gwen Stefani,0.5875,0.511764705882353,0.6705882352941177,0.9479166666666666,0.05050505050505051,0.7291666666666666,0.92,7B,pop,pop dance,amazing time family year go ticktock ticktock ticktock ticktock ticktock ticktock ticktock ticktock la la la la la la la like cat heat stick move car scary conversation shut eye find brake say climber naturally worried alone really care 'cause life never know could great take chance 'cause might grow oh ohoh wait wait wait wait wait wait wait wait wait wait ticktock ticktock ticktock ticktock take chance stupid ho like echo pedal repeat know heart stand one place uhhuh bear blossom bloom perish moment run 'cause sex chromosome know mess society think sure life short capable uhhuh oh ohoh look watch still superhot female get milliondollar contract wait hot track wait wait wait wait wait wait wait wait wait wait wait go back japan get lot brand new fan osaka tokyo harajuku girl damn get wicked style go look watch still superhot female get milliondollar contract wait hot track wait wait wait wait wait wait wait wait wait wait wait wait take chance stupid ho take chance stupid ho wait wait wait take chance stupid ho take chance stupid ho
Missed,PJ Harvey,0.22500000000000003,0.32352941176470595,0.6352941176470588,0.32291666666666663,0.030303030303030304,0.8541666666666666,0.28,8A,alternative,alternative rock,hide big cloud please come would put star foot put mar head show would believe would moan would weep fall silent speak would burst full brim mary lose head let bleed come cry back son deny hide miss miss miss miss word sign mary say lie come big good lord hide good lord hide ha miss miss miss miss miss miss miss miss
Joan of Arc,Leonard Cohen,0.21250000000000002,0.4117647058823529,0.48235294117647065,0.07291666666666666,0.9191919191919192,0.09375,0.36,9B,folk,folk,flame follow joan arc come ride dark moon keep armor bright man get smoky night say tired war want kind work wedding dress something white wear upon swollen appetite la da da la da da la la la la la la la la la la la da la la la da da da la la da da da da well glad hear talk way know watch ride every day something yearn win cold lonesome heroine sternly speak one beneath smoke fire reply love solitude love pride la la la la da da la la da da da da la la la la la da la la la la la da la la da da da da fire make body cold go give mine hold say climb inside one bride deep fiery heart take dust joan arc high wedding guest hang ashe wedding dress la da da la da da la la da da la da la da da da la da la da da la la la la la da da da da deep fiery heart take dust joan arc clearly understand fire oh must wood see wince see cry see glory eye long love light must come cruel oh bright la da dla la da da la la la la la da la la la la la da la da da la la la la da da da da da
I Want Your Love,CHIC,0.16250000000000003,0.3764705882352941,0.7058823529411765,0.7083333333333334,0.020202020202020204,0.9479166666666666,0.68,8A,soul,soul disco,want love want love want love want love feel like ever want try love see well fit baby see look kick feeling hit alone bed night grab pillow squeeze tight think dream time go want love want love want love want love sometime feel like never really love real well say well love find today one chance show love like two step ladder peg want lovin' please make beg want love want love want love want love want love want love want love want love want love need love share dream make see really bad love need want love need love like bird need sky share dream make see really bad love need want love want love want love want love want love want love want love want love want love want love
Luka,Suzanne Vega,0.5750000000000001,0.44705882352941173,0.611764705882353,0.6875,0.19191919191919193,0.8020833333333333,0.6000000000000001,2B,pop,pop 80s,name luka live second floor live upstairs yes think see hear something late night kind trouble kind fight ask ask ask ask ask think 'cause clumsy try talk loud maybe crazy try act proud hit cry ask argue anymore argue argue anymore argue argue anymore yes think okay walk door ask say business anyway guess would like alone nothing break nothing throw ask ask ask ask ask name luka live second floor live upstairs yes think see hear something late night kind trouble kind fight ask ask ask ask ask hit cry ask argue anymore argue argue anymore argue argue anymore
"How Big, How Blue, How Beautiful",Florence + The Machine,0.23750000000000004,0.4764705882352941,0.3058823529411765,0.5208333333333334,0.6161616161616162,0.05208333333333333,0.8400000000000001,9B,indie,indie rock,crucifix hollywood sign decide get hurt thing burn set heart ablaze every city gift every skyline like kiss upon lip make wish every skyline big blue beautiful big blue beautiful meanwhile man fall space every day wear face like atmosphere around satellite beside meanwhile man fall space hit earth leave place let atmosphere surround satellite beside go 've open door come tell see open eye change view oh go 've open door come big blue beautiful big blue beautiful every city gift every skyline like kiss upon lip make wish every skyline meanwhile man fall space every day wear face like atmosphere around happy beside go 've open door come tell see open eye change view oh go 've open door come big blue beautiful big blue beautiful big blue much time side wait wake much time side wait wake maybe see another life one enough much time side big blue beautiful big blue
God's Away On Business,Tom Waits,0.275,0.17058823529411765,0.8,0.6666666666666666,0.5454545454545455,0.5520833333333333,0.72,2B,alternative,alternative,would sell heart junkman baby buck buck look someone pull ditch luck luck ship sink ship sink ship sink leak leak boiler room poor lame blind one keep charge killer thief lawyer god 's away god 's away god away business business god 's away god 's away god away business business dig dead shovel pick job job bloody moon rise plague flood join mob join mob leak leak boiler room poor lame blind one keep charge killer thief lawyer god 's away god 's away god away business business god 's away god away business business ha goddamn always big temptation good good always free cheddar mousetrap baby deal deal god 's away god 's away god away business business god 's away god 's away god away business business narrow eye like coin slot baby let ring let god 's away god 's away god away business god 's away god 's away god away business business
If Not for You,Bob Dylan,0.42500000000000004,0.5294117647058824,0.6470588235294118,0.5729166666666666,0.4545454545454546,0.8854166666666666,0.68,11B,folk,folk rock,babe could find door could even see floor sad blue babe lie awake night wait morning light shine would new sky would fall rain would gather without love nowhere lose know true sky would fall rain would gather without love nowhere oh would winter would spring could hear robin sing would clue anyway would ring true
All My Friends,LCD Soundsystem,0.5625,0.5529411764705883,0.6941176470588235,0.78125,0.15151515151515152,0.8020833333333333,0.8,10B,electronic,electronic dance,start go back house check chart start figure crowd well know go late worried weather pick wrong place stay start start switch engine set control heart sun one way show age sun come sun come sun come still wanna stagger home memory better keep foot spend first five year try get plan next five year try friend oh talk fortyfive turn fast yeah know get tired well pretend come apart way bad film except part moral kick though run drug conversation 's grind away would trade one stupid decision another five year life oh drop first ten year fast next ten people try polite blow eightyfive day middle france yeah know get tired friend tonight tell truth oh could last time go like sale force night make fool make fool make fool road always sue submission still come home face like dad laughable stand sleep plane review say drunk kid look impossibly tan think hey finally dead oh trip plan come apart hand turn ridiculous clown forget mean read say yeah know tired friend tonight friend tonight friend tonight could see friend tonight could see friend tonight could see friend tonight could see friend tonight
The Ballad Of El Goodo,Big Star,0.275,0.5588235294117647,0.25882352941176473,0.44791666666666663,0.04040404040404041,0.3333333333333333,0.68,3B,rock,rock 70s,year ago heart set live try hard unbelievable odd get hard time like hold gun wait stick side god one go turn ' round one go turn ' round people around tell know place send easy go zip dress stand row know say one go turn ' round one go turn ' round one go turn ' round one go turn ' round build trust break bust get get hold hold hold hold year ago heart set live oh try hard strong odd get hard time like hold well fall fight side god one go turn ' round one go turn ' round one go turn ' round one go turn ' round hold hold hold hold
Road to Nowhere,Talking Heads,0.5,0.35882352941176476,0.6470588235294118,0.6979166666666666,0.04040404040404041,0.625,0.72,10B,rock,rock 80s,well know go know know knowin ' say see little child know want future certain give time work yeah road nowhere come inside takin ' ride nowhere take ride feel okay morning know road paradise go go ride nowhere come inside takin ' ride nowhere take ride maybe wonder care time side take take road nowhere ha ha road nowhere ha ha road nowhere ha ha woo city mind come along take ride right baby right far away growin ' day day right baby right would like come along help sing song right baby right tell make fool right baby right city mind come along take ride right baby right far away growin ' day day right baby right would like come along help sing song right baby right tell make fool right baby right road nowhere hey road nowhere hey road nowhere hey hey road nowhere
Comfortably Numb,Pink Floyd,0.7750000000000001,0.45882352941176474,0.42352941176470593,0.34374999999999994,0.15151515151515152,0.14583333333333331,0.52,10A,rock,rock,hello hello hello hello anybody nod hear anyone home come come come hear feel well ease pain get foot relax relax relax relax need information first basic fact show hurt pain recede distant ship smoke horizon come wave lip move hear say child fever hand feel like two balloon get feeling explain would understand become comfortably numb become comfortably numb okay okay okay okay little pinprick may feel little sick stand stand stand believe work good keep go show come time go pain recede distant ship smoke horizon come wave lip move hear say child catch fleeting glimpse corner eye turn look go put finger child grow dream go become comfortably numb
White Rabbit,Jefferson Airplane,0.6375000000000001,0.3411764705882353,0.5176470588235295,0.26041666666666663,0.494949494949495,0.3020833333333333,0.52,10B,rock,rock 60s,one pill make large one pill make small one mother give anything go ask alice ten foot tall go chase rabbit know go fall tell hookah smoking caterpillar give call call alice small man chessboard get tell go kind mushroom mind move low go ask alice think know logic proportion fall sloppy dead white knight talk backwards red queen head remember dormouse say feed head feed head
Heat Lightning,Mitski,0.4375,0.5352941176470588,0.5058823529411764,0.23958333333333334,0.686868686868687,0.23958333333333331,0.48,8B,rock,rock,heat lightning run outside window lay awake since one four o'clock though hold carry much long ceiling dancing thing come go nothing much change give hope okay nothing much change give surrender heat lightning watch doorstep sleep eyelid sky flutter dream well hold feel storm approach tree sway wind like sea anemone nothing much change give would okay nothing much change give surrender nothing much change give surrender
(They Long To Be) Close To You,Carpenters,0.5875,0.23529411764705888,0.49411764705882355,0.20833333333333334,0.7171717171717172,0.21875,0.44000000000000006,4B,pop,pop 70s,bird suddenly appear every time near like long close star fall sky every time walk like long close day bear angel get together decide create dream come true sprinkle moon dust hair gold starlight eye blue girl town girl town follow follow around around like long close day bear angel get together decide create dream come true sprinkle moon dust hair gold starlight eye blue girl town girl town follow follow around around like long close like like long close wha close wha close ha close wha close wha close wha close wha close wha
Rebel Yell,Billy Idol,0.7375,0.6882352941176471,0.49411764705882355,0.8541666666666666,0.0,0.47916666666666663,0.8400000000000001,9A,rock,rock 80s,last night little dancer acame dancin ' door last night little angel come pumpin ' floor say acome baby get license love expire pray help midnight hour cry rebel yell cry wow midnight hour babe rebel yell like slavery sit beg tired lonely see bed awhat set free bring babe set free need midnight hour cry rebel yell cry wow midnight hour babe rebel yell ahe life ahis heaven collect go 7eleven well night collect fare ajust long long mess hair whoa ah walk world babe thousand mile dry tear pain babe million time would sell soul babe money burn would give none babe ajust midnight hour cry rebel yell cry wow midnight hour babe rebel yell cry ooh yeah little baby want ooh yeah little angel want
Superstar,Carpenters,0.5125000000000001,0.2,0.23529411764705882,0.21874999999999997,0.7373737373737375,0.14583333333333331,0.6000000000000001,4B,pop,pop 70s,long ago oh far away fall love second show guitar sound sweet clear really radio remember tell love baby say would come back way baby baby baby baby baby oh baby love really loneliness sad affair hardly wait say say make come ooh baby come back ooh baby play sad guitar remember tell love baby say would come back way baby baby baby baby baby oh baby love really remember tell love baby say would come back way baby baby baby baby baby oh baby love really
Fight For Your Right,Beastie Boys,0.65,0.5,0.45882352941176474,0.8541666666666666,0.010101010101010102,0.40625,0.8,4B,hip hop,hip hop,yeah kick wake late school man wanna go ask mom please still say miss two class homework teacher preach class like kind jerk get fight right party pop 's catch smokin ' man say way hypocrite smoke two pack day man livin ' home drag mom throw away good porno mag bust get fight right party get fight step house clothe go wear kick home cut hair mom bust say noise aw mom jealous beastie boy get fight right party get fight right party party party
Groove Is in the Heart,Deee-Lite,0.65,0.4294117647058824,0.6823529411764706,0.875,0.020202020202020204,0.9270833333333333,0.88,12A,dance,dance,go dance go dance go dance fun dig chill spill back keep fill satisfaction satisfaction come could ask another could ask another know right groove deeply dig wall bridge supper dish succotash wish sing baby could ask another uh huh uh huh could ask another groove heart groove heart groove heart astronomical groove heart hit watch depth hula groove move nth hoop go groove horton hear whowho could ask another could ask another dj soul roll tell sell vicious malicious delovely delicious could ask another look torso uh yeah hot get deal wanna know wanna know delightful truly delightful lightful makin ' ' specially show show feelin ' kinda high like hendrix haze haze music make motion move like maze maze inside heart especially side yeah hilt rhythm wanna come flowin ' glowin ' electric eye eye dip dive baby yo realize yeah baby see funky side baby see rhythm key yeah get get wit ' wit ' think quit quit stomp stoop hear funk loop bloop playin ' pied piper follow true baby sing groove sing groove heart na na na na na groove heart na na na na na groove heart na na na na na groove heart one two three blulululu blow horn along groove heart groove heart yeah groove heart groove heart groove heart hmmmmm come deep crazy man
Super Freak,Rick James,0.6875,0.4882352941176471,0.8588235294117648,0.78125,0.22222222222222224,0.96875,0.72,8A,dance,dance,kinky girl kind take home mother never let spirit get street ow girl like boy band say alltime favorite make move room right time never hard please oh girl pretty wild girl super freak kind girl read newwave magazine girl pretty kinky girl super freak really love taste every time meet alright alright girl 's alright yeah hey hey hey hey super freak super freak super freaky yow everybody sing super freak super freak special girl kind girl want know head toenail foot yeah wait backstage girlfriend limousine long black shine bright three crowd say mnage trois oui la la room 714 wait get get incense wine candle freaky scene girl pretty kinky girl super freak kind girl read newwave magazine girl pretty wild girl super freak really like taste every time meet alright alright girl 's alright yeah hey hey hey hey super freak super freak super freaky yow temptation sing ohohohohohohoh super freak super freak girl super freak ohohohohohohoh kinky girl kind take home mother never let spirit get street blow danny oh girl oh girl
Sinnerman,Nina Simone,0.55,0.5764705882352942,0.388235294117647,0.5208333333333334,0.6565656565656566,0.6666666666666666,0.52,10A,soul,soul,oh sinnerman go run sinnerman go run go run day well run rock please hide run rock please hide run rock please hide lord day rock cry hide rock cry hide rock cry go hide guy day say rock matter rock see need rock lord lord lord day run river bleed run sea bleed run sea bleed day run river boil run sea boil run sea boil day run lord please hide lord see pray see pray lord say go devil lord say go devil say go devil day run devil wait run devil wait run devil wait day cry power power lord power power lord power power lord power bring power lord bring power lord bring power lord bring power lord power power lord power power lord power power lord oh yeah oh yeah oh yeah well run river boil run sea boil run sea boil day run lord say lord hide please hide please help day say child oughta pray say lord lord hear pray lord lord hear pray lord lord hear pray day sinnerman oughta pray oughta pray sinnerman oughta pray day cry power power lord power power lord power power lord power power lord power power lord power power lord power power lord power power lord power power lord power power lord power power lord power power lord power power lord go power lord go power lord go power lord power power lord power power lord power power lord oh whoa power power lord know know need lord know need know need power power power lord
Follow Your Arrow,Kacey Musgraves,0.5750000000000001,0.8647058823529411,0.4,0.6354166666666666,0.42424242424242425,0.5625,0.8,7B,country,country pop,save marriage bore save marriage horrible person drink prude call drunk soon first one lose weight fat lose much crack damned damned might well whatever want make lot noise hey kiss lot boy yeah kiss lot girl something straight narrow get little straight roll joint follow arrow wherever point yeah follow arrow wherever point go church go hell first one front row selfrighteous son win losin ' disappoint 'cause beat mean join make lot noise hey kiss lot boy yeah kiss lot girl something straight narrow get little straight roll joint follow arrow wherever point yeah follow arrow wherever point say think say think love love love love 'cause get many trip around sun yeah live make lot noise hey kiss lot boy yeah kiss lot girl straight narrow get little straight roll joint would follow arrow wherever point yeah follow arrow wherever point
Heart of Gold,Neil Young,0.32500000000000007,0.7235294117647059,0.5058823529411764,0.4583333333333333,0.20202020202020204,0.8333333333333333,0.64,9B,folk,folk rock,want live want give miner heart gold expression never give keep searchin ' heart gold get old keep searchin ' heart gold get old hollywood redwood cross ocean heart gold mind fine line keep searchin ' heart gold get old keep searchin ' heart gold get old keep searchin ' heart gold keep searchin ' grow old keep searchin ' heart gold miner heart gold
Mission,Alex G,0.3500000000000001,0.38235294117647056,0.7764705882352941,0.32291666666666663,0.20202020202020204,0.25,0.68,6B,indie,indie rock,run whole world round late slow man miss train stick mission train keep track yeah asleep like child walk idiot mile flinch switchblade switch good stay kitchen good keep track yeah hey look mirror go right wrong stupid love song live whole damn life keep mission tight send message chief say good stay heat good keep track yeah train stick mission train keep track yeah hey look mirror go right wrong stupid love song
I Am Not a Robot,MARINA,0.4625,0.41764705882352937,0.6588235294117647,0.46874999999999994,0.5757575757575758,0.47916666666666663,0.8400000000000001,10B,indie,indie pop,act awful tough lately smoke lot cigarette lately inside little baby oh okay say get weak spot always top well hate love love love vulnerable vulnerable robot loveable loveable troubled guess robot robot guess robot robot hang unloved kid never really like never trust magnetic pick pin never commit anything pick phone ring ring ring pathetic open sing vulnerable vulnerable robot loveable loveable troubled guess robot robot guess robot robot teach feel real turn power let drum beat drop guess robot guess robot guess robot robot guess robot robot guess robot robot guess robot robot
Rainy Days And Mondays,Carpenters,0.5750000000000001,0.15294117647058825,0.2823529411764706,0.20833333333333334,0.8585858585858587,0.19791666666666666,0.56,6B,pop,pop 70s,talkin ' feelin ' old sometimes would like quit nothing ever seem fit hang around nothing frown rainy day monday always get get use call blue nothing really wrong feeling like belong walk around kind lonely clown rainy day monday always get funny seem always wind nice know somebody love funny seem thing run find one love one love feel come go need talk talk know hang around hang around nothing frown rainy day monday always get funny seem thing thing run find one love ooh feel come go need talk talk know hang around hang around nothing frown rainy day monday always get hang around hang around nothing frown rainy day monday always get
I Won't Back Down,Tom Petty,0.7125,0.38235294117647056,0.7764705882352941,0.4583333333333333,0.05050505050505051,0.9791666666666665,0.52,9B,rock,rock 80s,well back back stand gate hell back stand ground turn around keep world draggin ' go stand ground back back hey baby easy way back hey stand ground ooh back well know right get one life world keep pushin ' around stand ground back back hey baby easy way back hey stand ground ooh back back back hey baby easy way back hey back ooh back hey baby easy way back hey stand ground ooh back back back back
How Am I Different,Aimee Mann,0.10000000000000003,0.44705882352941173,0.5882352941176471,0.4583333333333333,0.23232323232323235,0.21875,0.72,6A,rock,rock alternative,conceive everything try make believe cause show well design well hold mind different different different move along really want wait prove wrong tell let guess could change around would say yes different different different one question pack fuck later get money back good conscience even ask 'cause care great divide long come winner 's side different different different one question buy fuck later get money back
Changing of the Guards,Bob Dylan,0.375,0.44705882352941173,0.5882352941176471,0.7083333333333334,0.17171717171717174,0.8229166666666666,0.6000000000000001,4A,folk,folk rock,sixteen year sixteen banner unite field good shepherd grieve desperate man desperate woman divide spread wing ' neath fall leave fortune call step forth shadow marketplace merchant thief hungry power last deal go smell sweet like meadow bear midsummer 's eve near tower coldblooded moon captain wait celebration send thought beloved maid whose ebony face beyond communication captain still believe love repay shave head tear jupiter apollo messenger arrive black nightingale see stair could help follow follow past fountain lift veil stumble foot ride past destruction ditch stitch still mend ' neath heartshape tattoo renegade priest treacherous young witch hand flower would give palace mirror dog soldier reflect endless road wail chime empty room memory protect angel ' voice whisper soul previous time wake fortyeight hour later sun break near broken chain mountain laurel roll rock beg know measure take pull clutch onto long golden lock gentleman say need organization shine shoe move mountain mark card eden burn either get ready elimination else heart must courage changing guard peace come tranquility splendor wheel fire offer reward false idol fall cruel death surrender pale ghost retreat king queen sword
party 4 u,Charli xcx,0.8875,0.17647058823529416,0.5529411764705883,0.49999999999999994,0.7676767676767677,0.22916666666666663,0.72,3B,alternative,alternative rnb,throw party throw party hopin ' would come hopin ' would come true true throw party throw party party watch watch party yeah 1000 pink balloon dj favorite tune birthday cake august bear 19th june champagne pourin ' mouth call friend town get party bag purple pill wait window yeah call digit phone keep ringin ' wish know think nanana 1000 pink balloon dancin ' favorite tune hope walk party 'cause throw party like woah throw party throw party hopin ' would come hopin ' would come true true throw party throw party party watch watch party yeah could watch pull body like summer take clothe water splash around get bless holy water know wait know wait throw party yeah see tear would touch kiss mouth say love leave message tell sorry hit right back hit right back treat like someone never love throw party throw party hopin ' would come hopin ' would come true true throw party throw party party watch watch party yeah throw party throw party hopin ' would come hopin ' would come true true throw party throw party party watch watch party yeah party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party come party party party party party party party come party party party party party party party think know party party party hope knock door party party party nervous energy party party party heart rate rise higher high party party party wish would get kiss face party party party instead somewhere far away party party party nervous energy stay party party party hope realize one day uh party party party party party party come party party party party party party party come party party party party party party party party party party oh party party party oh party party party party party party ooh party party party party party party oh party party party party party party party party party let us go party party party party party party one 's call boy
The Killing Moon,Echo & the Bunnymen,0.5,0.4411764705882353,0.5411764705882353,0.8229166666666666,0.22222222222222224,0.7916666666666666,0.76,9B,alternative,alternative,blue moon see soon take arm late beg cancel though know must kill time unwillingly mine fate thick thin wait give starlit night see cruelly kiss lip magic world sky hang jewel kill moon come soon fate thick thin wait give blue moon see soon take arm late beg cancel though know must kill time unwillingly mine fate thick thin wait give fate thick thin wait give give lala la lala la la lala lala la la la lala la la lalala la la fate thick thin wait give give la la lalala la la la la lala la la la ala la la lalala la la la lalala la la fate thick thin wait give fate thick thin wait give lala la lala lala la la lalala la la
Check the Rhime,A Tribe Called Quest,0.5875,0.27647058823529413,0.9058823529411764,0.3333333333333333,0.05050505050505051,0.8020833333333333,0.44000000000000006,10A,hip hop,hip hop 90s,uh uh uh uh uh uh uh check rhyme back day boulevard linden use kick routine presence fittin ' abstract five footer kick mad style step frankfurter yo phife remember routine use make spiffy like mr clean um um tidbit um smidgen get message got run pigeon heh okay point phife time tip point phife time tip point phife time tip well grab microphone let word rip funky introduction nice tell mother tell father send telegram like energizer 'cause see last long crew never ever wack stand strong say style wack dead wrong slay buddy el segundo push along would fool reply phife man 'cause know know know special shout peace go pal see middle finger go punk mc 's 'cause love wack mc 's despise get vex roll next none contest fly mc five foot three brave top remain home training 'cause misbehave come correct full effect hoe check get butt jim must erect see aura 's positive promote junk see far bully punk extremity rhythm yeah hear clean ear check word check rhyme check rhyme check rhyme check rhyme check rhyme check rhyme check check check rhyme check rhyme check rhyme play tape check rhyme check rhyme check check back day boulevard linden use kick routine presence fittin ' phifer abstract rhyme rumpin ' brother ride ' zack aiyo tip recall use rock fly routine cousin 's block um let see damn remember receive message play sender point tip time phife point tip yeah time phife point tip yo time phife play resurrector give dead life okay knowledge key show lock get scrawny leg move like lou brock speed agile plus worth one hundred percent intelligent black child optic presentation sizzle retina far must go gain respect umm well kinda simple remain crazy sad alone industry rule number fourthousandandeighty record company people shady kid watch back 'cause think smoke crack doubt look act well well thing like hiphop forum pass rock score decorum proper say hammer proper rap pop call stop nc check rhyme sc check virginia check rhyme check check london check rhyme
Chicago,Sufjan Stevens,0.5375000000000001,0.44705882352941173,0.5529411764705883,0.43749999999999994,0.595959595959596,0.4375,0.64,9B,indie,indie folk,fall love thing go thing go drive chicago thing know thing know sell clothe state mind mind make lot mistake mind mind come take thing go thing go recreate thing grow thing grow mind set thing know thing know find thing go thing go drive new york van friend sleep parking lot mind mind love place mind mind make lot mistake mind mind come take thing go thing go recreate thing grow thing grow mind set thing know thing know find thing go thing go cry van friend freedom land make lot mistake make lot mistake make lot mistake make lot mistake come take thing go thing go recreate thing grow thing grow mind set thing know thing know find thing go thing go come take thing go thing go recreate thing grow thing grow mind set make lot mistake thing know thing know make lot mistake find make lot mistake thing go thing go make lot mistake
Sad-Eyed Lady of the Lowlands,Bob Dylan,0.3125,0.7235294117647059,0.22352941176470587,0.3645833333333333,0.6060606060606061,0.26041666666666663,0.6000000000000001,10B,folk,folk rock,mercury mouth missionary time eye like smoke prayer like rhyme silver cross voice like chime oh think could bury pocket well protect last streetcar vision ya place grass flesh like silk face like glass could get carry sadeye lady lowland sadeyed prophet say man come warehouse eye arabian drum put gate sadeyed lady wait sheet like metal belt like lace deck card miss jack ace basement clothe hollow face among think could outguess silhouette sunlight dim eye moonlight swim matchbook song gypsy hymn among would try impress sadeye lady lowland sadeyed prophet say man come warehouse eye arabian drum put gate sadeyed lady wait king tyrus convict list wait line geranium kiss ya would know woulda happen like among really want kiss childhood flame midnight rug spanish manner mother 's drug cowboy mouth curfew plug among ya think could resist sadeye lady lowland sadeyed prophet say man come warehouse eye arabian drum leave gate sadeyed lady wait oh farmer businessman decide show dead angel use hide pick sympathize side could ever mistake wish accept blame farm sea foot phony false alarm child hoodlum wrap arm could ever persuade sadeye lady lowland sadeyed prophet say man come warehouse eye arabian drum leave gate sadeyed lady wait sheetmetal memory cannery row magazinehusband one day go gentleness help show among think would employ stand thief parole holy medallion fingertip fold saintlike face ghostlike soul among could ever think could destroy sadeye lady lowland sadeyed prophet say man come warehouse eye arabian drum leave gate sadeyed lady wait
I Want You Back,The Jackson 5,0.7375,0.8705882352941176,0.42352941176470593,0.5208333333333334,0.31313131313131315,0.8958333333333333,0.48,4B,soul,soul 70s,uhhuh huh huh huh let tell ya uhhuh want around pretty face always make stand crowd someone pick bunch one glance take much late take second look oh baby give one chance show love please let back heart oh darlin ' blind let go let go baby since see arm want back yes want back ooh ooh baby want back yeah yeah yeah yeah want back na na na na tryin ' live without love one long sleepless night let show girl know wrong right every street walk leave tear stain ground followin ' girl even want around let tell oh baby need one chance show love please let back heart oh darlin ' blind let go let go baby since see arm uhhuh buh buh buh buh buh buh buh buh want buh buh buh buh need buh buh buh buh want buh buh buh buh need oh one chance show love baby baby baby baby baby baby want back forget happen want back let live oh baby blind let go since see arm want back spare 'cause gimme back lose oh baby need one chance ha tell ya love baby oh baby oh baby oh want back forget happen want back let live oh want back ha
I Wanna Be Your Lover,Prince,0.525,0.3882352941176471,0.8235294117647058,0.4895833333333333,0.04040404040404041,0.7291666666666666,0.68,12A,pop,pop 80s,wanna lover prince first top 40 hit one first successful single illustrious career get money like guy hang around kind funny always seem let get discourage 'cause never see anymore need love babe yeah live yeah wanna pressure baby ever want wanna lover wanna one make come run wanna lover wanna turn turn night long make shout oh lover yeah wanna one come wanna brother wanna mother sister thing get discourage 'cause treat like child say shy yeah go wild woo wanna pressure baby ever want wanna lover wanna one make come run wanna lover wanna turn turn night long make shout oh lover yeah wanna one come yeah
(Sittin' On) the Dock of the Bay,Otis Redding,0.75,0.32352941176470595,0.7764705882352941,0.34374999999999994,0.686868686868687,0.5208333333333333,0.6000000000000001,10B,soul,soul 60s,sittin ' mornin ' sun sittin ' evenin ' come watch ship roll watch roll away yeah sittin ' dock bay watch tide roll away ooh sittin ' dock bay wastin ' time leave home georgia head ' frisco bay 'cause nothing live look like nothin go come way go sit dock bay watch tide roll away ooh sittin ' dock bay wastin ' time look like nothing go change everything still remain ten people tell guess remain yes sittin ' rest bone loneliness leave alone two thousand mile roam make dock home go sit dock bay watch tide roll away oohwee sittin ' dock bay wastin ' time whistle
Virginia Plain,Roxy Music,0.375,0.48235294117647065,0.5647058823529412,0.6979166666666666,0.4444444444444445,0.5729166666666666,0.72,2B,rock,rock 70s,make deal make straight sign seal take robert e lee show hope pray blow 'cause around long time try try try try tryin ' make make big time take roller coaster take airplane ride take six day wonder throw throw pride aside besides real make believe baby jane acapulco fly rio throw line sink fast clutch straw make havana sound try hard edge hipster jive ohh last picture show 's drivein sheer chic teenage rebel week flavour mountain streamline midnight blue casino floor dance chacha till sunrise open exclusive door oh wow like flamingo look two got search something new far beyond pale horizon place near desert strand studebaker take make stand wait see holzer mane name virginia plain
