Song,Artist,Popularity,BPM,Dance,Energy,Acoustic,Happy,Loud,Camelot,Genre,Subgenre,Clean_Lyrics,Power,sqrt_Acoustic,sqrt_BPM
It's Raining Men - Single Version,The Weather Girls,0.375,0.511764705882353,0.6470588235294118,0.9263157894736842,0.4646464646464647,0.45263157894736844,0.8,4A,pop,pop,hi hi weather girl uh huh get news well listen get ready lonely girl leave umbrella home alright humidity rise mm rise barometer get low low girl accord source source street place go well hurry cause tonight first time halfpast ten first time history go start rain man rain man hallelujah rain man amen go go run let get absolutely soak wet rain man hallelujah rain man every speciman tall blonde dark lean rough tough strong mean god bless mother nature single woman take heaven teach every angel rearrange sky every woman could find perfect guy oh rain man yeah humidity rise barometer get low get low low low accord source street place go accord source cause tonight first time halfpast ten halfpast ten first time history go start rain man start rain man rain man hallelujah rain man amen rain man hallelujah rain man amen rain man hallelujah rain man amen rain man hallelujah rain man amen rain man hallelujah rain man amen rain man hallelujah rain man amen tall blonde dark lean rough tough strong mean teach every angel rearrange sky rain man hallelujah rain man hallelujah,0.494824016563147,0.6816498108607268,0.5977835438684118
A Good Heart,Feargal Sharkey,0.5125000000000001,0.3294117647058824,0.6352941176470588,0.8736842105263158,0.42424242424242425,0.7684210526315789,0.64,6B,pop,pop 80s,hear lot story suppose could true love high risk strike risk get hurt still much learn know cause think time know real love quite price good heart day hard find good heart true love last kind good heart day hard find please gentle heart mine expectation may high blame youth soon enough ill learn painful truth ill face like fighter boast grow anything well alone know cause learn little every day know cause listen expert say good heart day hard find good heart true love last kind good heart day hard find please gentle heart mine look back childhood dream idea love foolish seem start look ill leave behind good heart day hard find know dream willing defend know worth end good heart day hard find good heart true love last kind good heart day hard find please gentle heart mine good heart day hard find good heart true love last kind good heart day hard find please gentle heart mine good heart good heart good heart good heart good heart good heart,0.16149068322981375,0.6513389472789296,0.41634787486045477
This Could Be Us,Rae Sremmurd,0.75,0.5529411764705883,0.7294117647058823,0.6736842105263159,0.29292929292929293,0.7684210526315789,0.8400000000000001,5A,hip hop,hip hop,hey man hear hear sremmlife hey ear drummer simply sremmlife mike madeit hey hey hey see tear splashin floor open door actin like whore let learn project patta pimpin get master girl improvise look eye lie lie act like ill believe anything sex beach backseat could fuck back say money make world go round could play money make girl go could play money make world go round high hope sound crazy money make girl go fuck niggas say money make world go round could play money make girl go could play money make world go round shit say money make girl go go key crank mercede go ball like tracy mcgrady girl touch anything get say please say please know really wish would ball til fall big bad wolf full moon toss money air girl watch dream hit floor uh wait til get buzz drug damn girl way fine local club killin someone vibe fuckin crime wastin someone time fuckin crime back say money make world go round could play money make girl go could play money make world go round high hope sound crazy money make girl go fuck niggas say money make world go round could play money make girl go could play money make world go round shit say money make girl go go spin bottle spin fuckin bottle reason empty baby spin bottle truth dare nah want problem spin bottle spin fuckin bottle reason empty spin fuckin bottle truth dare want problem want problem bitch must wan party back say money make world go round could play money make girl go could play money make world go round high hope sound crazy money make girl go fuck niggas say money make world go round could play money make girl go could play money make world go round shit say money make girl go go money make world go round money make girl go money make world go round money make girl go,0.7153209109730849,0.5412294272573258,0.6357846090666512
Down the Line,Beach Fossils,0.525,0.6647058823529411,0.6,0.7263157894736842,0.24242424242424243,0.5263157894736842,0.76,9B,indie,indie pop,want wall street get degree write concrete acab could really tell try find everyone boring make wanna lose mind call tonight need somewhere get light day feel like nothing right come well go line think fondly train really hate poetry hate mine call tonight need somewhere get light day feel like nothing right come well go line day feel like nothing right come well go line,0.5362318840579711,0.4923659639173309,0.7344762361704174
9 to 5,Dolly Parton,0.75,0.3294117647058824,0.5176470588235295,0.7684210526315789,0.42424242424242425,0.8210526315789474,0.8,2B,country,country,tumble bed stumble kitchen pour cup ambition yawn stretch try come life jump shower blood start pumpin street traffic start jumpin folk like job nine five workin nine five way make livin barely gettin takin givin use mind never give credit enough drive crazy let nine five service devotion would think would deserve fair promotion want move ahead boss seem let swear sometimes man get mmmm let dream watch em shatter step bossman ladder get dream hell never take away boat lot friend waitin day shipll come tide go turn go roll way work nine five way make livin barely gettin takin givin use mind never get credit enough drive crazy let nine five yeah get want well life think rich mans game matter call spend life puttin money wallet nine five way make livin barely gettin takin givin use mind never give credit enough drive crazy let nine five yeah get want well life think rich mans game matter call spend life puttin money wallet,0.5879917184265011,0.6513389472789296,0.41634787486045477
Missed the Boat,Modest Mouse,0.5,0.32352941176470595,0.7058823529411765,0.6842105263157894,0.07070707070707072,0.8631578947368421,0.8,10B,indie,indie rock,subject could change subject knock ear door always look towards future beg past well know good thing never seem last oh please last everyone unhappy everyone ashamed well get catch look somebody else page well nothing ever go quite exactly plan idea hold water use like dam oh carry well get new position oh ill laugh way hell sayin yes fine promotion oh ill laugh way hell course everyone go crazy make pillar use crutch certainly uncertain least pretty sure well need water build good goddamn oh know assume much people oh know listen life end gong sound life sweet bell ever worth much gain well know miss boat already miss plane read invite dance wake favorite aplaye could shake shake shake shake shake tiny curtain open hear tiny clap little hand tiny man would tell little joke get tiny laugh folk sittin driftin around bubble thinkin carry finally get figure truly miss boat oh carry well get new position oh tool skill make shelf oh useless tool,0.6376811594202899,0.26590801173915524,0.4100760524762683
Any Way You Want It,Journey,0.7000000000000001,0.5235294117647059,0.49411764705882355,0.9263157894736842,0.0,0.5684210526315789,0.72,9B,rock,rock 80s,way want way need way want love laugh love sing everything love move love groove love love thing ooh night night oh every night hold tight hold tight ooh baby hold tight oh say way want way need way want say way want way need way want alone never know good love could ooh touch sing love thing ooh night night oh every night hold tight hold tight ooh baby hold tight oh say way want way need way want say way want way need way want say ohh hold hold hold oh say way want way need way want way way want way need way want oh say way want way need way want way want way need way want way want way need way want way want way need way want way way want way need way want way way want way need way want way way want way need way want way way want way need way want,0.3022774327122154,0.0,0.6087388182121114
Million Voices - Radio Edit,Otto Knows,0.6375000000000001,0.4529411764705883,0.5529411764705883,0.8842105263157896,0.0,0.04210526315789473,0.8,4B,electronic,electronic dance,night join till morning light dance night away cause right stop noh x 2 stop noh stop noh stop stop stop,0.5196687370600415,0.0,0.5417569612499831
So Emotional,Whitney Houston,0.5,0.4117647058823529,0.6941176470588235,0.7789473684210526,0.27272727272727276,0.8210526315789474,0.64,10A,pop,pop 80s,know like huh woo ooh ooh hearin heartbeat inside keep photo right beside bed livin world fantasy get head uh wait phone ring night wanna make feel good get love babe get hang remember way touch wish like much ah uh get emotional baby every time think get emotional baby shock love ai shock love ai shock love hee get watch walk room baby get watch walk yes like animal way move talk watch mouth oh remember way touch wish like much ooh get emotional baby every time think get emotional baby shock love get emotional baby every time think get emotional baby shock love ai shock love ai shocking love heehee uh ha work work haha see remember way touch wish like much get emotional baby every time think get emotional baby shock love get emotional baby every time think get emotional baby shock love get emotional get emotional baby oh baby shock love dododododo get emotional baby hey yeah baby baby baby every time think baby baby baby get emotional baby oh shock love know get emotional baby yeah babe yeah baby every time think know mean hee hee hoo get emotional baby hey yeah baby shock love oohooh,0.25465838509316774,0.5222329678670935,0.5012037753793719
Inside Out,"The Chainsmokers,Charlee",0.45000000000000007,0.5588235294117647,0.5176470588235295,0.631578947368421,0.0,0.09473684210526316,0.8,6A,electronic,electronic,bend chest open reach heart need get inside ill start war wanna look piece make wanna build pick apart let see dark side well bright go love inside go love inside let see dark side well bright go love inside go love inside go love go love go love pick brain get know thought read mind wanna talk touch face go collect scale know let see dark side well bright go love inside go love inside let see dark side well bright go love inside go love inside go love go love go love inside love inside go love inside go love inside inside love inside go love go love inside go love love inside go love go love,0.668737060041408,0.0,0.6411367231455514
Mercury,Steve Lacy,0.5875,0.6,0.6941176470588235,0.736842105263158,0.5454545454545455,0.9052631578947369,0.8,8A,soul,soul,ooh ah babababa ba babababa ooh ah ooh ah bababa ooh ah ooh ah babababa ba babababa ooh ah ooh ah bababa ooh ah ooh ah gemini myth legend never win might ever play keep fall keep fall yeah love fast back speed ease oh know sin dig pit fall pull trigger kill lesson learn truth get old little heaven little unpleasant ooh ah know ooh ah little pleasure little depression ooh ah know ooh ah little heaven little unpleasant ooh ah know ooh ah tell measure ooh ah know ooh ah babababa ba babababa bababa babababa ba babababa woah bababa ah lookd ceiling draft sorry text rgret choice choose regret mess make see hurt wish could hold tight close need long wanna say love miss oh know skin roll stone crawl back daddys fault fall break curse sweet relief little heaven little unpleasant ooh ah know ooh ah little pleasure little depression ooh ah know ooh ah little heaven little unpleasant ooh ah know ooh ah tell measure ooh ah know ooh ah babababa ba babababa ooh ah ooh ah bababa ooh ah ooh ah babababa ba babababa ooh ah ooh ah bababa ooh ah ooh ah mercury run amuck mind tell win fall behind babababa ba babababa ooh ah ooh ah bababa ooh ah ooh ah venus retrograde get bed thinkin bout shit say babababa ba babababa ooh ah ooh ah bababa ooh ah ooh ah gemini scope give depth til dead seem get fuck head well fuck ill cop porsche instead please see lead guess somethin bad bout happen think twoface name twentythree layer side could stick ride thrill even know feel might real might real might real real say might might say might real real say might real excuse lie forget say forgive tongue ill show head think one could girlfriend til retrograde,0.6066252587991718,0.7385489458759964,0.6780925782826617
Want You In My Room,Carly Rae Jepsen,0.07500000000000001,0.2823529411764706,0.6470588235294118,0.8736842105263158,0.010101010101010102,0.17894736842105263,0.8,3A,dance,dance pop,light hey go keep window always open like lighthouse reminder go head every second love grow oh hey girl could get bold wanna get little bit close haahah ill press page heart go hey night wanna get little bit close little bit close ill press page heart hey want room bed floor want room care anymore wanna bad thing slide window want room baby want one love like really mean get cover cover feel oh hey girl could get bold wanna get little bit close haahah ill press page heart go hey night wanna get little bit close little bit close ill press page heart hey want room bed floor want room care anymore wanna bad thing slide window want room baby want baby want bed floor slide window baby want,0.5258799171842651,0.10050378152592121,0.3653014711502385
I Got a Woman,Ray Charles,0.275,0.8764705882352942,0.5764705882352941,0.4842105263157895,0.9191919191919192,0.7368421052631579,0.8,11B,soul,soul,well get woman way town good oh yeah say get woman way town good oh yeah give money need yeah kind friend indeed get woman way town good oh yeah save lovin early mornin oh yeah save lovin early mornin oh yeah save lovin aah love tenderly get woman way town good oh yeah love day night never grumble fuss always treat right never runnin street leavin alone know womans place right home get woman way town good oh yeah say get woman way town good oh yeah oh baby oh understand yeah lover man get woman way town good oh yeah oh know right oh know right right right whoa yeah oh yeah oh yeah,0.7556935817805384,0.9587449708822045,0.906727261862295
Thirteen,Big Star,0.45000000000000007,0.4,0.4117647058823529,0.23157894736842105,0.6767676767676768,0.3368421052631579,0.48,5A,rock,rock 70s,let walk home school let meet pool maybe friday get ticket dance ill take oohhoo tell dad get back tell say bout paint black rock roll stay come inside well okay ill shake oohhoo tell thinkin would outlaw love well let know well go make oohhoo,0.6811594202898552,0.8226589066968624,0.4893993855267753
party 4 u,Charli xcx,0.8875,0.17647058823529416,0.5529411764705883,0.4947368421052632,0.7676767676767677,0.23157894736842105,0.72,3B,alternative,alternative rnb,throw party throw party hopin would come hopin would come true true throw party throw party party watch watch party yeah 1000 pink balloon dj favorite tune birthday cake august bear 19th june champagne pourin mouth call friend town get party bag purple pill wait window yeah call digit phone keep ringin wish know think nanana 1000 pink balloon dancin favorite tune hope walk party cause throw party like woah throw party throw party hopin would come hopin would come true true throw party throw party party watch watch party yeah could watch pull body like summer take clothe water splash around get bless holy water know wait know wait throw party yeah see tear would touch kiss mouth say love leave message tell sorry hit right back hit right back treat like someone never love throw party throw party hopin would come hopin would come true true throw party throw party party watch watch party yeah throw party throw party hopin would come hopin would come true true throw party throw party party watch watch party yeah party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party party come party party party party party party party come party party party party party party party think know party party party hope knock door party party party nervous energy party party party heart rate rise higher high party party party wish get kiss face party party party instead somewhere far away party party party nervous energy stay party party party hope realize one day uh party party party party party party come party party party party party party party come party party party party party party party party party party oh party party party oh party party party party party party ooh party party party party party party oh party party party party party party party party party let go party party party party party party one call boy,0.6418219461697723,0.8761716542303614,0.24211815627588806
Mood (feat. iann dior),"24kGoldn,iann dior",0.7625,0.24705882352941178,0.6941176470588235,0.7052631578947368,0.17171717171717174,0.7368421052631579,0.88,6A,pop,pop,everybody 24kgoldn really proud spend hour hour design world pick song rerecorde new vocal rehearse move dress like go deep metaverse see soon get get stage robloxian guy today good good oh like outfit know name 24kgoldn incredible honor put concert today get start music get put little secret see call relic hide five across entire concert collect go get special reward nice guy first one freebie thank later uh first song go get one favorite special song might hear call mood song go need golden microphone ohohoh yeah yeah yeah yeah yeah always mood messin round actin brand new tryna tell try play cool baby playin rule everything look well view always mood messin round actin brand new tryna tell try play cool baby playin rule everything look well view yeah could never get attach start feel unattach someone end feelin bad baby dad want want company girl obvious elephant room part act confu uh seriously hey ouch hey microphone ill take show without microphone uh let think get idea come let get car,0.7743271221532092,0.41438770700537403,0.3256194949493172
A Message,Coldplay,0.55,0.4,0.5411764705882353,0.43157894736842106,0.33333333333333337,0.12631578947368421,0.68,3B,alternative,alternative rock,song love love loveless show go alone heavy heart make stone hard see clearly go take back go say mean target aim ill get message home song love song love unknown fire clearly alone go take back go say mean target aim nothing get get message home go stand wait go leave much late oh platform go stand say nothing love please come home song love love unknown get get message home,0.6438923395445135,0.5773502691896257,0.4893993855267753
Ms. Fat Booty,Mos Def,0.625,0.24117647058823533,0.788235294117647,0.5684210526315789,0.15151515151515152,0.8842105263157894,0.8400000000000001,3B,hip hop,hip hop,know afford stop one moment soon forget know afford stop one moment soon forget man duke love girl duke tear dog tellin man shit wild man real let tell yo come type game type girl givin fake cellphone name big fame like cat big thang jewel chip money clip phone flip 6 range see ave spot ass fat could see front spot like paparazzo shoot glance catwoman stance fat booty pant hot damn name love come neck wrist lace little makeup schwinn reebok gym tone frame sugar spice thing make try play low key could keep ask dance like yo leavin hour later sound jamaica sippin cris straight skankin windin waist scene 2 fam throwin jam fareed stand big thing plan brother big mu make space move aiyyo man mos baby let introduce turn around say word yo pretty bird priorly observe tryin play herb yeah shocked hell could get together play along pretend never meet feelin oh fine name mos sharice hear much good nice finally meet move booth reserve crew especially honey love end sittin directly next type polite lookin skeptically cause baby girl get right weaponry designer fabric shoe accessory chinky eye sweet voice fuckin mentally conversate make laugh yeah know bro even though know steelo wild sweet yo bout murk say peace family hop like gon leave dance wit know afford stop one moment soon forget know afford stop one moment soon forget blow whole head duke like word play low though like yeah aight come let go niggas mad niggas sick tell ya yo honey blazin yo look like jayne kennedy word bond mother man ill man take dance floor start whisperin yo let apologize night know right baby know like brother comin right understand feelin besides dance ai really original laugh traipse arm across shoulder blade playin lover rock get fold finger waist heatin blood like arizona summer song finish whisper honey let exchange number scene 3 week datin late night conversation crib heart racin tryin cool patient touch eyelid room fall silent walk away smilin singing gregory isaac like showin tan line tattoo playin sade sweetest taboo burnin candle plan get cancel man smash like idaho potato call jo come say ginseng tree trunk rockin pfunk cockin knee champion lover ease three month call feel runnin fever six month tellin desperately need nine month flulike symptom shorty around need knock really tryin lock midnight hook go burn stoge let know sweetheart get tellin commitment somethin manage wake next morning go like magic gahdamn shit harrison ford frantic 911s unanswered fly tauru enchantress next week mu hit see sharice kitty club bangin ass asian playin lie lick believe shit dude g like ohhh man sick sooo sick yo hai idea shit catch like baow fuck game man really feel shorty,0.767080745341615,0.3892494720807615,0.31887998962626973
Novacane,Frank Ocean,0.8,0.26470588235294124,0.7647058823529411,0.4842105263157895,0.06060606060606061,0.35789473684210527,0.68,5B,rnb,rnb,uhhuh uhhuh uhhuh uhhuh think start something get want diddidnt feel nothing superhuman even fuck viagra pop every single record autotune zero emotion mute emotion pitch correct computed emotion uhhuh blame model broad hollywood smile ow stripper booty rack like wow brain like berkeley meet coachella go see jigga go see ztrip perfect take seat icecold lawn hand iceblue bong whatever say wanna dentist really badly school pay tuition porn valley least work girl feel face smoke anyway say let high go waste taste little taste novocaine baby baby novocaine baby want fuck good fuck long fuck numb love go love none love none love none numb numb numb numb sink full dish pace kitchen cocaine breakfast yike bed full woman flip tripod little red light shootin feelin like stanley kubrick visionary shit tryna film pleasure eye wide shut keep move blame model broad hollywood smile stripper booty rack like wow howhow ill never forget ya put feeling never never never never ever since tryna get back pick put back something like chemist campus drug around quite like find still feel face smoke anyway ahh say let high go waste ooh taste little taste novocaine baby baby ohh novocaine baby want fuck good fuck long fuck numb love go love none love none love none numb numb numb numb novocaine novocaine novocaine novocaine novocaine ohh numb pain numb pain numb pain numb pain numb pain ohh ohh novocaine novocaine novocaine ohh novocaine novocaine ooh pain pain ohh oohhuh novocaine novocaine oohhuh oohhuh oohhuh oohhuh oohhuhhuhhuhhuh oohhuh oohhuh oohhuh oohhuh oohhuhhuhhuhhuh pretty girl involve make pretty love pretty pity pity pretty girl involve make pretty love pretty pity pity ooh feel thing feel feel thing feel thing feel feel feel feel feel feel novocaine novocaine novocaine feel feel novocaine pain pain feel feel feel ohh novocaine novocaine caine,0.5973084886128366,0.24618298195866545,0.34561881905326763
The Thrill,"Wiz Khalifa,Empire Of The Sun",0.825,0.45882352941176474,0.8352941176470589,0.7684210526315789,0.2828282828282829,0.8210526315789474,0.8400000000000001,3A,hip hop,hip hop,rap empire sun beautiful walk dream wiz rap smoking weed touring one favorite fan god know campus last semester search thrill thrill say love look counterfeit get one move right another bitch ha yeah collegeeducate graduate bill front parent pay show far one car girlfriend big fan course make girl wanna hide fact thrill chase wanna get drunk tonight fuck someone famous name time place game value player hotel room meet walk dream explain talk travellin world see try different drug girl yeah always run thrill thrill always push hill search thrill call never look awe front addict champagne champagne fuck room buy whole wing whole wing bitch taylor gang taylor gang wanna know plane plane yeah uhh wake drunk go sleep fuck fuck amazed mix drink know well regret regret asleep yet room service bring breakfast breakfast money darle else leave smoke enjoy presidential view get swimming pool livin room stage interview ton sour let consume let consume always run thrill thrill yeah always push hill search thrill bitch okay call yeah yeah never look awe front addict champagne champagne fuck room buy whole wing whole wing bitch taylor gang taylor gang wanna know plane addict champagne champagne fuck room buy whole wing whole wing bitch taylor gang taylor gang wanna know plane plane catch fallin yeah catch fallin drop next one addicted champagne champagne fuck room buy whole wing whole wing bitch taylor gang taylor gang wanna know plane addict champagne champagne fuck room buy whole wing whole wing bitch taylor gang taylor gang wanna know plane plane catch fallin catch fallin,0.668737060041408,0.5318160234783105,0.5474573731568892
Eventually,Tame Impala,0.7375,0.17058823529411765,0.3647058823529412,0.6000000000000001,0.020202020202020204,0.13684210526315788,0.8,8A,electronic,electronic,could another way cause feel like murder put heart know always say could never hurt well last time ever go ah know ill happy know say know ill happy know eventually ahahahahah eventually ahahahahah wish could turn back stranger cause never life would change ah know ill happy know say know ill happy know eventually ahahahahah eventually ahahahahah know get get soon cause know ill happy know eventually ahahahahah eventually ahahahahah eventually ahahahahah eventually oohahah eventually ahahahahah eventually ahahahahah eventually eventually,0.6873706004140787,0.1421338109037403,0.23488183188473855
Pass Out,Tinie Tempah,0.55,0.24705882352941178,0.6823529411764706,0.8842105263157896,0.030303030303030304,0.5263157894736842,0.92,3B,hip hop,hip hop,ugh happen okay good let go yeah yeah bring star bring woman car card let toast celebration get glass pass let rain let pour away yeah come hit ground pass pass yeah ah yeah charge star buy fuckin cast live wild lifestyle heidi audrina eat heart oh gosh use listen wanna bring arm house get many clothe keep aunt house disturb london baby branch soon ill king like prince charles child yeah yeah yeah nobody fresher semester semester raving fresher twenty light bulb around table dresser clc kompressor case impress say hello dexter say hello uncle fester get em gazin necklace crazy sun protector gshock get crazy dumb collection hater fuckin hear reception yeah yeah bring star bring woman car card let toast celebration get glass pass let rain let pour away yeah come hit ground pass pass yeah shit mean last twentyfour hour right okay good yeah say hello say hola say bonjour piss never get fly concorde southampton never scunthorpe fuckin crazy kick call jeanclaude bout big star mum thought cause every day get groupie front door drive past bus use run fuckin clap encore uh walk alone cause bear alone chirp fun ill never ever call phone leave club ill never ever walk home dl fuckin foundation cornerstone fairly famous sorta know son bet daughter know check visual check audio extraordinary yo hope enjoy show yeah yeah bring star bring woman car card let toast celebration get glass pass let rain let pour away yeah come hit ground pass pass woah woahohohohohohohohohoh woah woahohohohohohohohohoh woah ah look cheeky bastard man woahohohohohohohohohoh look drama start woah layin back woahohohohohohohohohoh sayin dj give one track ill apologise tonight tomorrow mornin ill apologise tonight tomorrow mornin ill apologise tonight tomorrow mornin ill apologise tonight tomorrow mornin let rain let pour away come hit ground pass pass let rain let pour away come hit ground pass pass pass pass pass pass pass,0.7960662525879918,0.17407765595569782,0.3256194949493172
CUFF IT,Beyoncé,0.7375,0.3882352941176471,0.788235294117647,0.6736842105263159,0.04040404040404041,0.6421052631578947,0.8,9B,pop,pop,feel like fallin love fallin love mood fuck somethin tonight fuckin somethin baby need drink cup need drink hey pour drink mood fuck somethin mood fuck somethin wanna go missin need prescription wanna go higher sit top ohlalalalalalala wanna go nobodys wanna go nobodys ever fun like oh woah ever fun yeah gon fuck night black light spaceship fly yeah spaceship fly unapologetic fuck night fuck night gettin fuck tonight gon fuck night bet see far bet see star bet elevate bet meet god cause feel like fallin love mood fuck somethin cause gon fuck night four wall sexy love turn miss roll call yeah roll show show show show po po oh po po mr nasty ill clean go nobodys go nobodys ever fun like ever fun yeah wanna go missin need prescription wanna go higher sit top gon fuck night funk funk black light spaceship fly yeah spaceship fly unapologetic fuck night funk funk fuck tonight gettin fuck tonight gon fuck night bet see far bet see star bet elevate bet meet god cause feel like fallin love mood fuck somethin gon fuck night hypersonic sex erotic body boy get hit draulic ride get actin hella thotty excited exotic seasoned professional squeeze let go tease selfcontrol get time today get time today get time oh get time today get time wait come play ooh yeah come cuff cuff cuff cuff baby buss bus buss baby oh baby anywhere anytime mind mind yeah mind backin truck huh back truck bitchll get fuck huh fuck puttin cup huh put cup yeah cause gon fuck night take flight woo blindin light yeah fuck fuck fuck unapologetic fuck night bet see star night bet go far night bet levitate night bet meet god party people roll ooh yeah huh gon fuck night yeah spaceship fly fuck fuck,0.6438923395445135,0.20100756305184242,0.47749366486335854
The Only Exception,Paramore,0.7750000000000001,0.5235294117647059,0.4,0.5368421052631578,0.14141414141414144,0.1894736842105263,0.76,12B,alternative,alternative,young see daddy cry curse wind break heart watch try reassemble mama swear would never let forget day promise never sing love exist darle exception exception exception exception maybe know somewhere deep soul love never last get find way make alone keep straight face always live like keep comfortable distance swear content loneliness none ever worth risk well exception exception exception exception get tight grip reality let go front know leave morning wake leave kind proof dream oh exception exception exception exception exception exception exception exception way believe oh way believe,0.6666666666666667,0.37605071654517747,0.6087388182121114
Real Love Baby,Father John Misty,0.7625,0.9117647058823529,0.3647058823529412,0.6736842105263159,0.10101010101010102,0.631578947368421,0.8,9B,indie,indie folk,heart free tell wrong feeling flower bee much old love alive belong star sky let forget one night animal baby people lie want real love baby ooh leave wait get real love maybe wait taste want real love baby world inside get key use minute go heart free tell wrong feeling flower bee much old love alive belong star sky let forget one night animal baby people lie want real love baby ooh leave wait get real love maybe wait taste want real love baby world inside get key use minute go want real love baby ooh leave wait get real love maybe wait taste want real love baby world inside get key use minute go heart free want real love baby ooh leave wait tell wrong feeling get real love maybe wait taste flower bee want real love baby world inside much old get key use minute go love alive want real love baby ooh leave wait belong star sky get real love maybe wait taste let forget one night want real love baby world inside animal baby get key use minute go people lie,0.6438923395445135,0.31782086308186414,0.9338613960980069
In The Morning,"J. Cole,Drake",0.6375000000000001,0.2,0.388235294117647,0.6526315789473685,0.7676767676767677,0.4736842105263158,0.6000000000000001,2A,hip hop,hip hop,baby summertime fine let get top underline tryna get beside like number nine dime fine hell guess meet reason time tell well wonderin type shit wantin like fine thing simple woman would drink nigga smoke weed ashamed thing use blow tree gettin lift quit shit might get high fittin cause lookin super fly flower powerful somethin cause girl catch vibe like throw somethin throw em back niggas hollerin oh boy bad nigga bout finna take home sip little patrn zonin baby fine hit mornin hit mornin hit mornin sun risin moanin hit mornin hit mornin ayy hit mornin sun risin moanin uh baby wintertime cold night still young drink dinner wine slow tryna make goosebump inner thigh show ill let beat far finish line go yeah get leave work ill right bed leave love thick woman cause aunt ride equestrian use go stable get kid bet would always ride stallion whenever let jokin mean thing pokin mean kinda like girl us open mean get hide agenda provokin get bath water soak thing could lotion need towel could dry cover think like promise gon love yeah light comin drape yawnin roll ask hit mornin yeah hit mornin yeah hit mornin yeah sun risin moanin baby hit mornin uh hit mornin yeah hit mornin sun risin moanin hey hey god bless child hold god bless woman hold patrn god bless homegirl drive home string attach like cordless phone see intention clear learnin judge woman shit wear therefore judge nigga shit hear get defensive apprehensive career fair know barely know yet somehow wound bed head say scared scared frontin somethin know talkin bout tomorrow callin cause tonight gettin right wee morn cook nigga breakfast sex like reward go way think day warnin hit mornin hit mornin hit mornin sun risin moanin hit mornin hit mornin ayy hit mornin sun risin moanin yeah,0.30952380952380953,0.8761716542303614,0.27061529386978256
Spanish Pipedream,John Prine,0.4,0.18823529411764706,0.6588235294117647,0.3684210526315789,0.5555555555555556,0.8631578947368421,0.48,9B,folk,folk,levelheaded dancer road alcohol soldier way montreal well press chest time jukebox break yeah give peck back neck word speak blow tv throw away paper go country build home plant little garden eat lot peach try find jesus well sit table act real nave know topless lady something sleeve well dance around bar room hoochycoo yeah sing song night long tell blow tv throw away paper go country build home plant little garden eat lot peach try find jesus well young hungry leave place leave well look face say must know answer say ill give try day live way reason blow tv throw away paper go country build home lot child feed em peach find jesus,0.4927536231884059,0.7453559924999299,0.25645468925822046
Come On Eileen - Single Edit,"Dexys Midnight Runners,Kevin Rowland",0.5125000000000001,0.3411764705882353,0.35294117647058826,0.8631578947368421,0.20202020202020204,0.8315789473684211,0.88,8B,pop,pop 80s,come eileen poor old johnny ray sound sad upon radio move million heart mono mother cry sing along blame grow grow grown grow must say ever come eileen toora loora toora looryeaye sing like father come eileen oh swear well mean moment mean everything everything dress thought confess verge dirty ah come eileen come eileen people round beat eye sink smokedrie face resign fate never never far young clever remember toora loora toora looryeaye eileen ill hum tune forever come eileen oh swear well mean ah come let take everything pretty red dress eileen tell yes ah come let ah come eileen please come eileen talooryeaye come eileen talooryeaye grow show toora toora taloora oh ah eileen say come eileen thing real come eileen talooryeaye know feel come eileen talooryeaye must say ever toora toora taloora thing round change say toora loora toora looryeaye come eileen talooryeaye come eileen talooryeaye toora toora taloora come eileen oh swear well mean moment mean everything everything dress thought confess verge dirty ah come eileen come eileen oh swear well mean moment mean everything everything dress thought con,0.7122153209109732,0.44946657497549475,0.4288025541226481
Sexy to Someone,Clairo,0.5875,0.28823529411764703,0.7176470588235294,0.5263157894736843,0.3434343434343435,0.8315789473684211,0.76,5A,pop,pop,sexy someone really want sometimes sexy someone really want nothin nothin less think walkin park sexy someone think checkin hotel moment bar ask movie get part sexy somebody would help oh need reason get house little thing live without sexy something see everything honey stickin hand sugar rim nothing nothing less think take heart want afterglowe call car send eye knowing could pull ask tv get job sexy somebody would help oh need reason get house little thing live without want sexy someone much ask want sexy someone hold back want sexy someone much ask sexy someone sexy somebody would help oh need reason get house little thing live without sexy somebody would help oh need reason get house little thing live without,0.673913043478261,0.5860327153276884,0.3717945364872641
I'm Your Man,Leonard Cohen,0.5,0.26470588235294124,0.7058823529411765,0.2736842105263158,0.33333333333333337,0.49473684210526314,0.4,10A,folk,folk rock,want lover ill anything ask want another kind love ill wear mask want partner take hand want strike anger stand man want boxer step ring want doctor ill examine every inch want driver climb inside want take ride know man ah moon bright chain tight beast go sleep run promise make could keep ah man never get woman back beg knee crawl baby fall foot howl beauty like dog heat claw heart tear sheet say please please man get sleep moment road steer want work street alone ill disappear want father child want walk across sand man want lover ill anything ask want another kind love ill wear mask,0.5590062111801243,0.5773502691896257,0.34561881905326763
