Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness
"Robin Thicke, Estelle",Rollacoasta,A♭ Minor,118,1A,21,74,78,69
"Robin Thicke, T.I., Pharrell Williams",Blurred Lines,G Major,120,9B,81,60,85,84
Rod Wave,Girl Of My Dreams,E Minor,75,9A,66,56,64,35
Roddy Ricch,Die Young,E Minor,160,9A,67,66,69,37
Roddy Ricch,The Box,B♭ Minor,117,3A,84,59,90,64
Rogue Wave,Lake Michigan,F Major,81,7B,45,83,45,78
"Romeo Santos, Chris Lebron",SIRI,E♭ Major,126,5B,68,52,69,44
RØNIN,ALL GIRLS ARE THE SAME,A Minor,118,8A,53,34,79,47
"RONNY J, mgk",Playin wit me,B♭ Minor,162,3A,31,36,82,18
"Room 5, Oliver Cheatham",Make Luv - Live,A♭ Major,125,4B,64,88,88,68
Rosa Linn,SNAP,C Major,170,8B,83,64,56,53
ROSÉ,On The Ground,C# Major,189,3B,70,61,31,29
Rotimi,Love Somebody,A Major,105,11B,58,62,80,52
Royel Otis,Sofa King,C Major,97,8B,71,90,56,86
Royel Otis,Kool Aid,B Minor,158,10A,71,93,56,79
Rupert Holmes,Escape (The Pina Colada Song),C Major,139,8B,78,51,84,95
Russ,"Psycho, Pt. 2",B♭ Major,83,6B,70,55,77,42
Russell Dickerson,Blue Tacoma,A Major,160,11B,67,90,46,73
Rvfv,Mirándote,C Major,106,8B,78,74,69,47
"Rxseboy, Powfu",Bored Without You,D Major,170,10B,34,62,72,42
RY X,Only,G Minor,109,6A,62,17,43,9
RY X,Berlin,G Major,137,9B,56,7,39,4
Ryan Cabrera,Shame on Me,A♭ Minor,100,1A,17,94,57,56
Ryan Castro,Wasa Wasa,G Major,94,9B,66,44,87,46
"S1mba, DTG",Rover (feat. DTG),B Minor,63,10A,70,62,61,80
Sabrina Carpenter,Taste,E♭ Major,113,5B,92,91,67,72
Sabrina Carpenter,Please Please Please,A Major,107,11B,88,59,68,62
SadBoyProlific,Dead and Cold,B♭ Major,95,6B,57,47,72,73
Sadie Jean,WYD Now?,C# Major,181,3B,71,33,38,50
Saint Motel,My Type,B♭ Major,118,6B,72,90,60,58
Saint Motel,Cold Cold Man,A Major,111,11B,65,66,61,51
Salastkbron,Tengo Una Cadena,C# Major,98,3B,70,65,75,61
Sam Barber,Man of the Year,E♭ Major,160,5B,77,44,61,65
Sam Barber,Jersey Giant,G Major,97,9B,66,46,63,40
Sam Cooke,(What A) Wonderful World - Mono,B Major,129,1B,71,67,69,86
Sam Cooke,Nothing Can Change This Love,A Major,65,11B,66,30,37,44
Sam Cooke,Bring It On Home To Me,C Major,71,8B,69,57,48,61
Sam Hunt,Body Like A Back Road,F Major,99,7B,74,46,74,65
Sam Hunt,Kinfolks,C Major,76,8B,63,81,57,88
Sam Smith,Like I Can,G Minor,100,6A,55,63,66,48
Sam Smith,Stay With Me,C Major,84,8B,60,42,41,19
Sammy Virji,If U Need It,B♭ Minor,132,3A,75,71,84,23
San Cisco,Awkward - EP Version,F# Minor,162,11A,41,85,59,93
Santigold,You'll Find A Way,C# Minor,164,12A,46,83,60,68
Sara Bareilles,Brave,B♭ Minor,185,3A,68,84,55,76
Sarah Meow,Loosing Interest,B♭ Minor,114,3A,50,25,89,45
Sarcastic Sounds,Dead Dreams,B Minor,82,10A,42,42,73,22
Sarcastic Sounds,say goodbye,A♭ Major,92,4B,49,42,71,42
"Sarcastic Sounds, Mishaal Tamer",Rain on Me,E♭ Minor,112,2A,41,39,72,47
"Sash!, Olly James",Ecuador - Original Mix,E♭ Minor,130,2A,44,99,54,20
Sasha Alex Sloan,Older,B Major,64,1B,72,29,68,16
"Saso, Kevin Corcoran",Absense,E Major,79,12B,31,0,29,25
"Sauce Walka, Travis Scott",Texas Cyclone,G Major,136,9B,52,64,75,36
"Savage Ga$p, KAMAARA",a mosh pit love story,F Major,175,7B,41,96,58,73
"Saweetie, Drakeo the Ruler",Risky (feat. Drakeo the Ruler),A♭ Major,100,4B,40,53,93,26
"Saweetie, GALXARA",Sway With Me (with GALXARA),E♭ Minor,131,2A,58,85,62,88
Say Anything,Alive With the Glory of Love,A Major,203,11B,55,93,34,59
Sayuri,平行線,A♭ Major,191,4B,53,88,39,60
Scorey,Moods,B Minor,90,10A,61,52,85,35
Scotty McCreery,Five More Minutes,G Major,156,9B,69,63,49,28
Sea Wolf,You're A Wolf,D Major,121,10B,28,67,68,59
Seafret,Atlantis,A♭ Minor,166,1A,85,48,40,21
Seafret,Wildfire,F# Major,132,2B,55,58,59,19
Sean Kingston,Party All Night (Sleep All Day),C Minor,124,5A,9,86,60,76
Selena Gomez,Lose You To Love Me,E Major,103,12B,81,34,52,10
Selena Gomez & The Scene,Hit The Lights,G Major,130,9B,59,88,56,57
Selena Gomez & The Scene,A Year Without Rain,D Minor,120,7A,61,81,63,41
SELKER,Too Much For Me,B♭ Major,128,6B,67,85,74,53
SEULGI,"Baby, Not Baby",B♭ Minor,100,3A,70,89,63,88
Seungmin,My Destiny,G Major,110,9B,63,58,60,28
Sexyy Red,Looking For The Hoes (Ain’t My Fault),A♭ Minor,76,1A,74,61,74,49
Shaboozey,Highway,G Major,154,9B,69,58,56,27
Shaboozey,Let It Burn,B♭ Major,119,6B,65,72,66,28
Shaboozey,Good News,A♭ Major,162,4B,83,54,57,41
Shady Cicada,Daydreamer,B♭ Minor,140,3A,16,40,74,86
"Shady Cicada, insaneintherainmusic",Sax of Opportunity,F Major,140,7B,19,63,60,45
"SHAED, ZAYN",Trampoline (with ZAYN),G Minor,127,6A,67,46,62,50
Shakira,"Try Everything - From ""Zootropolis""",C# Major,115,3B,66,60,70,47
"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),B♭ Minor,100,3A,89,82,78,76
Shawn Hook,So Close,G Major,88,9B,16,83,48,38
Shawn Mendes,Mercy,B Minor,148,10A,82,66,55,34
Shawn Mendes,Treat You Better,B♭ Minor,83,3A,87,82,44,77
"Shawn Mendes, Camila Cabello",Señorita,A Minor,117,8A,82,55,76,75
"Shawn Mendes, Tainy",Summer of Love (Shawn Mendes & Tainy),B Major,124,1B,72,81,78,49
Sheff G,"No Suburban, Pt. 2",A♭ Major,144,4B,64,46,85,62
"Shenseea, Megan Thee Stallion",Lick (with Megan Thee Stallion),F# Minor,128,11A,48,48,73,60
Sheppard,Geronimo,G Major,142,9B,77,78,71,45
Shigeru Umebayashi,Trishna's Waltz 2,D Minor,101,7A,37,20,21,5
Shontelle,Impossible,A♭ Major,90,4B,69,62,60,53
Shordie Shordie,Bitchuary,F Minor,93,4A,67,38,76,44
Silverchair,Suicidal Dream,B Minor,98,10A,56,71,47,39
Silverchair,Freak,F# Minor,118,11A,61,88,54,41
Silverchair,Ana's Song (Open Fire),A Major,80,11B,53,65,40,25
Silversun Pickups,Three Seed,B Minor,146,10A,29,66,56,37
Silversun Pickups,Cannibal,C# Major,129,3B,38,86,62,39
Silversun Pickups,Well Thought Out Twinkles,C# Minor,122,12A,26,89,50,58
Silversun Pickups,Kissing Families,C# Minor,117,12A,48,67,60,30
"Silvestre Dangond, NATTI NATASHA",Justicia,A Minor,95,8A,58,90,81,73
Simi,Duduke,E♭ Major,96,5B,54,66,77,67
Simon & Garfunkel,Homeward Bound,E♭ Major,93,5B,66,38,49,53
Simon & Garfunkel,I Am a Rock,C Major,114,8B,60,61,66,75
Simon & Garfunkel,Cecilia,C Major,103,8B,74,88,76,95
Simple Plan,When I'm Gone,G Minor,161,6A,50,86,46,68
"Simple Plan, Nelly",I Don't Wanna Go to Bed (feat. Nelly),G Minor,110,6A,35,81,72,84
Sir Chloe,Michelle,E Major,116,12B,72,44,37,11
"SiR, Kendrick Lamar",Hair Down,A♭ Minor,120,1A,71,49,79,47
Sista Prod,sad Twilight,B Minor,120,10A,32,32,76,24
Sister Hazel,All For You,A♭ Major,137,4B,68,75,63,64
Sister Sledge,We Are Family - 1995 Remaster,G Minor,119,6A,72,89,78,82
Sixpence None The Richer,Kiss Me,E♭ Major,100,5B,87,75,53,42
Ski Mask The Slump God,Unbothered,C# Minor,125,12A,70,45,88,85
Ski Mask The Slump God,Faucet Failure,B♭ Minor,100,3A,71,55,94,62
"Ski Mask The Slump God, Juice WRLD",Nuketown (feat. Juice WRLD),B♭ Minor,150,3A,72,62,81,63
"Sky Rompiendo, Feid, Myke Towers",El Cielo,B♭ Minor,106,3A,76,64,72,17
"Skye, XXXTENTACION",VOICES (feat. XXXTENTACION),C Major,137,8B,53,67,68,63
SleazyWorld Go,Creepers,D Major,74,10B,53,57,70,25
SleazyWorld Go,Baghdad Flow,B Major,80,1B,51,26,87,8
SleazyWorld Go,Troll Me,C# Minor,81,12A,54,44,79,31
"Sleepy Hallow, 347aidan",Die Young (feat. 347aidan),B Major,77,1B,70,58,81,67
"Sleepy Hallow, Fousheé",Deep End Freestyle,E Minor,134,9A,65,48,87,78
"Sleepy Hallow, Sheff G",Molly,B♭ Minor,134,3A,68,39,81,74
"Smiley, Drake",Over The Top (feat. Drake),B♭ Minor,140,3A,63,50,83,26
Smino,blkswn,C# Minor,107,12A,48,39,79,48
Smino,Oxygen,C# Major,103,3B,40,32,84,48
"Snoop Dogg, Charlie Wilson, Justin Timberlake",Signs,G Major,113,9B,71,71,93,61
Snow Patrol,Chasing Cars,A Major,104,11B,85,60,56,14
SOB X RBE,Paramedic!,C# Major,97,3B,63,65,86,47
Sodikken,People Eater,B Major,134,1B,61,20,74,89
SoFaygo,Off The Map,E Minor,150,9A,59,85,47,8
SoFaygo,Knock Knock,C# Minor,126,12A,69,63,67,68
Sonder,Indonesian Fantasies,C# Minor,91,12A,65,52,79,53
Sonder,Break You Off,B Major,105,1B,67,39,79,47
Sonder,Care,B♭ Minor,127,3A,74,18,36,10
Sonder,Mad Riches,E♭ Minor,78,2A,68,24,40,25
Soulja Boy,Turn My Swag On,E♭ Minor,150,2A,69,71,55,49
Soundgarden,Pretty Noose,C Major,151,8B,60,93,39,32
Soundgarden,Blow Up The Outside World,A Major,140,11B,62,53,33,15
Spice Girls,Wannabe,B Major,110,1B,83,86,77,89
Spoon,Don't Make Me a Target,E Minor,147,9A,21,64,50,73
Spoon,Anything You Want,E Major,106,12B,41,61,71,64
Spoon,Don't You Evah,F# Major,121,2B,34,63,79,96
Staind,Outside,C# Major,147,3B,75,59,52,22
Starship,Nothing's Gonna Stop Us Now,F# Major,96,2B,84,80,64,53
Steely Dan,Do It Again,D Minor,125,7A,76,43,66,94
"Stefy De Cicco, Ben Hamilton, Martin Jensen",Day 'N' Nite - Martin Jensen Edit,B Minor,125,10A,61,85,77,59
Steve Lacy,Uuuu,A Major,127,11B,74,62,95,97
Steve Lacy,Donchano,B Minor,208,10A,66,49,67,77
Steve Lacy,Some,G Major,104,9B,80,55,78,63
Steve Miller Band,Abracadabra,A Minor,127,8A,72,53,79,96
Steve Miller Band,The Joker,F Major,83,7B,77,45,60,80
Steve Miller Band,Rock'n Me,E Major,122,12B,70,58,70,89
Steve Winwood,Higher Love,F Major,99,7B,69,78,70,95
Stevie Wonder,Part-Time Lover,B♭ Minor,175,3A,74,62,66,96
Stevie Wonder,Isn't She Lovely,C# Minor,119,12A,72,69,75,90
Stevie Wonder,For Once In My Life,F# Major,110,2B,75,52,52,85
Stevie Wonder,Superstition,C# Major,101,3B,70,58,61,88
Stevie Wonder,Sir Duke,F# Major,107,2B,75,57,59,95
Sticky Fingers,These Girls,F# Major,186,2B,62,59,36,41
Still Woozy,Window,E Minor,91,9A,65,48,71,63
Still Woozy,Habit,C# Major,125,3B,65,39,77,48
Still Woozy,Goodie Bag,G Minor,138,6A,74,52,74,62
Stone Temple Pilots,Trippin' on a Hole in a Paper Heart,G Major,106,9B,64,99,47,45
Stone Temple Pilots,Big Empty - 2019 Remaster,C Major,122,8B,68,62,34,28
Stone Temple Pilots,Interstate Love Song - 2019 Remaster,A Major,171,11B,78,93,22,49
Stone Temple Pilots,Vasoline - 2019 Remaster,B♭ Major,169,6B,67,98,30,35
Stray Kids,Charmer,A♭ Minor,91,1A,49,77,79,71
Stray Kids,Cover Me,A♭ Major,174,4B,50,74,47,18
Stray Kids,God's Menu,F Major,157,7B,57,77,69,48
Stray Kids,COMFLEX,A Major,110,11B,49,88,90,61
STRFKR,Open Your Eyes,C Minor,130,5A,13,76,67,40
STRFKR,Isabella of Castile,B♭ Minor,83,3A,45,75,49,17
STRFKR,Golden Light,A♭ Minor,97,1A,64,67,57,16
Stunna Gambino,Heartless,C# Major,121,3B,43,72,45,7
Sturgill Simpson,Turtles All the Way Down,E Major,91,12B,38,32,54,58
"Sub Urban, Bella Poarch",INFERNO,A Minor,128,8A,68,61,82,64
Sublime,What I Got,G Major,96,9B,79,70,80,66
Sublime,Wrong Way,A Major,75,11B,76,68,69,91
"Sueco, TOKYO’S REVENGE",Smackdown (feat. TOKYO'S REVENGE),C# Major,100,3B,40,82,81,54
Sugar Ray,When It's Over - David Kahne Main,E Major,100,12B,66,78,68,93
Summer Walker,Session 32,C# Major,115,3B,74,12,57,12
Summer Walker,Girls Need Love,F# Minor,97,11A,72,42,65,12
Summer Walker,BP,A♭ Major,76,4B,60,31,36,23
Summer Walker,Deep,E♭ Minor,168,2A,73,34,65,42
Super Soul Bros,Chrono Trigger,B Minor,150,10A,22,83,43,67
SuperM,Jopping,B♭ Minor,123,3A,61,84,74,54
Supertramp,Goodbye Stranger - 2010 Remastered,C# Major,125,3B,70,67,42,34
Supertramp,Breakfast In America - 2010 Remastered,C Minor,75,5A,75,66,53,76
Surfaces,Sunday Best,F Major,112,7B,76,56,87,74
"Suzi, Fetty Wap",Nobody's Better (feat. Fetty Wap),C Minor,101,5A,69,66,36,54
Switchfoot,Meant to Live,D Major,152,10B,67,90,40,56
Sylvain Chauveau,L'orée Du Bois,B♭ Major,174,6B,21,8,37,9
Sylvain Chauveau,Pauvre Simon,A Minor,147,8A,40,18,13,3
System Of A Down,Lonely Day,A♭ Minor,113,1A,83,80,47,22
SZA,Kill Bill,A♭ Major,89,4B,85,74,64,42
"SZA, James Fauntleroy",Wavy (Interlude) (feat. James Fauntleroy),C Minor,79,5A,59,51,63,39
"SZA, Travis Scott",Open Arms (feat. Travis Scott),A Major,78,11B,84,59,43,24
T-Pain,Right Hand,B♭ Minor,102,3A,31,66,50,22
T-Pain,Drankin' Patna,F Minor,174,4A,52,55,56,48
"T-Pain, Young M.A",F.B.G.M. (feat. Young M.A.),B♭ Minor,78,3A,53,66,68,22
"TAEYANG, Jimin",VIBE (feat. Jimin of BTS),C Major,100,8B,62,67,79,61
Taio Cruz,Shotcaller,C Major,125,8B,32,71,59,64
"Tali Goya, Duki",Aguacero,F# Minor,154,11A,36,53,69,66
"Talib Kweli, Madlib",The Show,G Major,83,9B,21,93,64,56
Talking Heads,Road to Nowhere - 2005 Remaster,D Major,110,10B,62,79,65,58
Tally Hall,The Whole World and You,F Major,98,7B,54,47,78,79
Tame Impala,Feels Like We Only Go Backwards,D Minor,150,7A,78,90,30,49
Tamia,Almost,C# Minor,130,12A,32,59,82,80
Tamia,Can't Get Enough,A♭ Major,144,4B,32,46,79,25
"tana, Slump6s",Antisocial (feat. Slump6s),C# Major,147,3B,63,61,62,49
"tana, yvngxchris, Luisss",off the leash! (feat. yvngxchris and Luisss),A Major,144,11B,62,68,66,18
Tate McRae,greedy,F# Minor,111,11A,90,73,75,82
Tate McRae,you broke me first,E Major,124,12B,86,38,66,8
Tate McRae,Sports car,B Minor,107,10A,89,82,86,89
Tate McRae,Means I care,A♭ Major,194,4B,72,61,59,75
Tay-K,The Race,A Major,160,11B,72,61,77,35
Tay-K,Megaman,A♭ Major,134,4B,62,31,74,4
Taylor Dayne,Tell It to My Heart,C# Major,118,3B,71,99,64,72
Taylor John Williams,The Mates Of Soul - Remastered,A Minor,95,8A,61,30,79,21
Taylor Swift,Anti-Hero,E Major,97,12B,84,65,63,49
Taylor Swift,Maroon,G Major,108,9B,74,38,66,4
Taylor Swift,Dress,C Major,120,8B,77,47,72,9
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),B Major,192,1B,85,39,50,28
"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",Face Off,A♭ Major,81,4B,65,94,69,39
Technotronic,"Hey Yoh, Here We Go",B♭ Minor,130,3A,34,93,70,57
Technotronic,Pump Up The Jam - Edit,B♭ Minor,125,3A,72,92,86,65
"Tee Grizzley, 21 Savage",Loop Hole (feat. 21 Savage),A Major,165,11B,64,55,75,49
Tegan and Sara,Back in Your Head,F Major,141,7B,52,80,75,82
Temple Of The Dog,Hunger Strike,G Major,138,9B,71,57,37,30
Temple Of The Dog,Say Hello 2 Heaven,C Major,148,8B,63,65,31,32
Ten Years After,I'd Love to Change the World - 2004 Remaster,A Minor,118,8A,75,52,38,37
"Terror Squad, Fat Joe, Remy Ma, remy",Lean Back,C# Major,95,3B,70,92,78,70
Tez Cadey,Seve - Radio Edit,F Major,121,7B,68,83,74,45
The 1975,Oh Caroline,D Major,97,10B,66,85,65,82
The 502s,Just A Little While,F Minor,125,4A,64,79,64,70
The Airborne Toxic Event,Changing,A♭ Major,103,4B,49,91,61,64
The Alan Parsons Project,Eye In The Sky,D Major,112,10B,76,42,82,52
"The Alchemist, Boldy James",Ocean Prime (feat. Boldy James),D Major,49,10B,64,60,58,69
The All-American Rejects,Dirty Little Secret,B♭ Major,144,6B,75,95,47,46
The All-American Rejects,I Wanna,G Major,164,9B,53,91,42,43
The All-American Rejects,It Ends Tonight,C Major,88,8B,61,64,45,31
The Beach Boys,Surfin' U.S.A. - Remastered 2001,E♭ Major,159,5B,73,85,55,97
The Beach Boys,Don't Worry Baby - Remastered 2001,E Major,121,12B,67,47,49,85
The Beach Boys,Wouldn't It Be Nice,F Major,125,7B,72,63,39,72
The Beach Boys,Kokomo,C Major,116,8B,74,64,68,93
The Beatles,Blackbird - Remastered 2009,G Major,94,9B,79,13,69,37
The Beatles,In My Life - Remastered 2009,A Major,103,11B,79,44,69,44
The Beatles,Eleanor Rigby - Remastered 2009,E Minor,138,9A,72,28,58,81
The Beatles,Let It Be - Remastered 2009,C Major,143,8B,81,40,44,41
The Beatles,Come Together - Remastered 2009,A Minor,165,8A,80,38,53,19
The Beatles,Twist And Shout - Remastered 2009,D Major,125,10B,78,85,48,94
The Black Keys,Tighten Up,F# Minor,109,11A,66,71,50,57
The Black Keys,Gold on the Ceiling - 2021 Remaster,C Major,130,8B,69,80,50,55
The Black Keys,Fever,A Minor,128,8A,67,67,61,74
"the bootleg boy, artemis orion",blue,F# Minor,115,11A,41,31,71,34
The Bravery,This Is Not The End,G Minor,146,6A,36,97,45,46
The Bravery,Believe - Moon Version,A♭ Major,180,4B,30,96,31,52
The Bravery,An Honest Mistake,D Minor,140,7A,56,88,47,64
The Bravery,Believe,A♭ Major,166,4B,59,95,39,52
The Buggles,Video Killed The Radio Star,C# Major,131,3B,73,68,68,25
The Cardigans,Step On Me,D Major,90,10B,78,47,33,14
The Cars,Magic - 2017 Remaster,A Major,118,11B,60,79,73,96
"The Chainsmokers, Halsey",Closer,A♭ Major,95,4B,89,52,75,66
The Chicks,Travelin' Soldier,A Major,146,11B,69,37,57,51
"The Cinematic Orchestra, Patrick Watson",To Build A Home,A Major,149,11B,76,12,26,7
The Crew Cuts,Sh-Boom (Life Could Be a Dream),D Minor,130,7A,54,23,67,55
The Cure,Friday I'm In Love,C Minor,136,5A,79,76,53,51
The Decemberists,"July, July!",A Major,123,11B,41,88,27,50
The Doobie Brothers,What a Fool Believes,A♭ Minor,121,1A,77,38,76,99
The Flaming Lips,She Don't Use Jelly,G Major,174,9B,55,56,33,51
The Flaming Lips,The W.A.N.D.,A Major,99,11B,45,95,53,36
The Foundations,Build Me Up Buttercup - Mono,C Major,134,8B,80,66,64,88
The Fray,Look After You,F# Minor,78,11A,84,59,45,28
"The Game, Skrillex",El Chapo - Bonus Track,F# Minor,127,11A,61,91,75,59
The Goo Goo Dolls,Iris,B Minor,156,10A,93,72,32,50
The Goo Goo Dolls,Here Is Gone,C# Major,102,3B,63,69,34,22
The Goo Goo Dolls,Slide,A♭ Major,112,4B,77,84,40,48
The Goo Goo Dolls,Black Balloon,C# Major,105,3B,65,63,34,33
The Head And The Heart,Another Story,F Major,86,7B,66,44,26,11
The Head And The Heart,Down in the Valley,C Major,106,8B,58,39,42,18
The Hollies,He Ain't Heavy He's My Brother - 2003 Remaster,G Major,76,9B,68,33,35,23
"The Kid LAROI, Juice WRLD",GO (feat. Juice WRLD),F# Major,74,2B,71,74,49,52
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),C# Major,170,3B,82,76,59,48
"The Kid LAROI, Lil Tecca",Diva (feat. Lil Tecca),F# Minor,145,11A,68,70,69,46
The Killers,All These Things That I've Done,F# Major,118,2B,74,70,54,21
The Killers,Somebody Told Me,B♭ Minor,138,3A,83,97,50,69
The Killers,Mr. Brightside,C# Major,148,3B,90,91,35,24
The Killers,Smile Like You Mean It,E♭ Minor,125,2A,71,97,35,38
The Kinks,You Really Got Me,A♭ Major,137,4B,73,96,57,96
The Kinks,All Day and All of the Night,G Major,136,9B,68,92,56,71
The Kinks,Sunny Afternoon,C Major,124,8B,68,52,55,47
The Kinks,Lola (2020 Stereo Remaster),A Major,151,11B,71,89,46,93
The Kooks,She Moves In Her Own Way,G Major,153,9B,76,80,40,81
The La's,There She Goes,G Major,123,9B,77,76,53,92
The Living Tombstone,No Mercy - Instrumental,D Major,105,10B,24,52,68,56
The Lumineers,Same Old Song,A Major,172,11B,71,86,55,47
The Lumineers,Big Parade,E Major,122,12B,56,63,82,65
The Lumineers,Nobody Knows,A Major,82,11B,64,23,63,20
The Lumineers,Ophelia,F Major,76,7B,84,57,66,57
The Lumineers,Sleep On The Floor,G Major,142,9B,77,43,39,28
The Mamas & The Papas,Go Where You Wanna Go,G Major,210,9B,50,56,24,64
The Mamas & The Papas,You Baby,B♭ Major,122,6B,36,55,63,91
The Mamas & The Papas,Hey Girl,F# Major,114,2B,33,52,79,89
The Mighty Mighty Bosstones,The Impression That I Get,E Major,91,12B,69,65,55,73
The Monkees,Daydream Believer,G Major,126,9B,70,49,51,65
The Naked And Famous,Young Blood,F# Major,105,2B,69,87,58,36
The Naked And Famous,All Of This,B Minor,152,10A,46,96,56,60
The Neighbourhood,You Get Me So High,G Minor,88,6A,83,88,55,39
The Neighbourhood,Sweater Weather,B♭ Major,124,6B,70,81,61,38
The New Pornographers,Use It,E Major,145,12B,32,83,55,62
The Notorious B.I.G.,Big Poppa - 2005 Remaster,A Minor,84,8A,83,57,78,77
The Notorious B.I.G.,Hypnotize - 2014 Remaster,A Major,94,11B,83,70,90,67
The Notorious B.I.G.,Ready to Die - 2005 Remaster,F# Major,85,2B,62,83,73,50
The Notorious B.I.G.,Gimme the Loot - 2005 Remaster,G Major,94,9B,67,66,72,68
The Offspring,Gone Away - 1997,E♭ Major,111,5B,73,95,45,29
The Paper Kites,Bloom (Online Bonus Track),C# Major,96,3B,68,42,58,43
The Platters,Smoke Gets In Your Eyes,E♭ Major,171,5B,66,30,20,28
The Pointer Sisters,I'm So Excited,F Minor,184,4A,76,87,59,80
The Police,Every Breath You Take,C# Major,117,3B,92,45,82,74
The Police,Roxanne,C Major,134,8B,81,75,62,66
The Police,Don't Stand So Close To Me,D Major,140,10B,74,51,80,52
The Postal Service,The District Sleeps Alone Tonight - Remastered,C Major,154,8B,58,75,63,20
The Postal Service,Sleeping In - Remastered,C Major,129,8B,53,68,70,54
The Postal Service,Such Great Heights - Remastered,F Major,175,7B,68,81,64,18
The Postal Service,We Will Become Silhouettes - Remastered,D Major,155,10B,53,56,61,16
The Proclaimers,I'm Gonna Be (500 Miles),E Major,132,12B,79,55,85,81
The Pussycat Dolls,Stickwitu,A Major,80,11B,73,55,62,39
The Pussycat Dolls,Buttons,D Major,211,10B,76,82,56,48
The Pussycat Dolls,When I Grow Up,B Minor,118,10A,73,69,67,37
"The Pussycat Dolls, Timbaland",Wait A Minute,A♭ Major,136,4B,51,84,87,97
The Raconteurs,"Steady, As She Goes",A Major,124,11B,66,58,53,54
The Ready Set,Love Like Woe,B♭ Major,90,6B,53,78,70,82
The Red Clay Strays,Do Me Wrong,F# Minor,116,11A,63,36,89,39
The Red Clay Strays,Drowning,C Minor,140,5A,68,65,52,36
The Red Clay Strays,Moment of Truth,A Major,116,11B,65,40,64,40
The Rolling Stones,Start Me Up - Remastered 2009,F Major,122,7B,80,93,63,97
The Score,Glory,C# Minor,85,12A,59,51,60,38
The Script,For the First Time,A Major,174,11B,68,63,39,38
The Script,Man on a Wire,A Major,180,11B,54,84,39,37
The Script,Nothing,D Major,157,10B,62,84,47,52
The Shapeshifters,Lola's Theme - Radio Edit,F Minor,124,4A,50,66,74,72
The Shins,The Rifle's Spiral,F# Minor,107,11A,42,78,52,42
The Shirelles,Will You Love Me Tomorrow,C Major,136,8B,66,31,53,51
The Smashing Pumpkins,Perfect,G Major,114,9B,65,91,64,54
The Smashing Pumpkins,Cherub Rock - 2011 Remaster,A Major,87,11B,68,87,38,45
The Smashing Pumpkins,Ava Adore,A♭ Major,160,4B,61,84,60,79
The Smiths,Pretty Girls Make Graves - 2011 Remaster,F# Minor,116,11A,68,66,61,78
The Strokes,Reptilia,A Major,158,11B,80,65,49,77
The Strokes,Last Nite,C Major,104,8B,75,91,62,77
The Strokes,Bad Decisions,C Major,153,8B,64,92,37,39
The Strokes,Machu Picchu,C# Major,105,3B,66,82,70,87
The Strokes,Under Cover of Darkness,B Major,200,1B,69,78,35,59
The Strokes,The Adults Are Talking,F Major,165,7B,83,75,59,65
The Strumbellas,Shovels & Dirt,E♭ Major,77,5B,25,54,57,33
The Temper Trap,Science of Fear,G Major,150,9B,26,85,47,21
The Temptations,My Girl,C Major,105,8B,83,42,57,69
The Teskey Brothers,So Caught Up,E Minor,99,9A,66,69,74,90
The Vaccines,If You Wanna,D Major,165,10B,62,87,35,54
"The Vamps, Matoma",All Night,A♭ Major,145,4B,71,80,54,51
The Wanted,Glad You Came,G Minor,127,6A,79,85,72,45
The Weeknd,Reminder,A♭ Major,160,4B,84,51,71,39
The Weeknd,Scared To Live,C Major,87,8B,65,50,49,20
The Weeknd,Love To Lay,G Minor,117,6A,55,81,71,70
"The Weeknd, Lana Del Rey",Stargirl Interlude,F Minor,90,4A,82,47,72,43
The White Stripes,The Hardest Button to Button,E Minor,128,9A,64,52,69,57
The White Stripes,Seven Nation Army,E Minor,124,9A,86,45,74,28
The White Stripes,Icky Thump,A Major,94,11B,68,63,42,34
The Whitest Boy Alive,Golden Cage,E Minor,120,9A,35,70,83,90
The Wombats,Greek Tragedy,B Major,93,1B,63,87,52,45
The xx,VCR,C Major,109,8B,59,48,76,48
The xx,Islands,E Major,124,12B,64,47,87,71
"TheFatRat, EVERGLOW",Ghost Light,E♭ Minor,150,2A,48,62,70,43
TheHxliday,Mistakes,D Major,90,10B,35,52,72,7
Thekidszn,Leave Me Alone,A♭ Minor,89,1A,62,49,70,20
Thekidszn,Chosen,A♭ Major,172,4B,44,71,65,47
"Thelonious Martin, Mac Miller",Malcom Interlude,F Minor,82,4A,44,56,49,55
Third Eye Blind,Semi-Charmed Life,G Major,102,9B,80,86,64,70
Thomas Rhett,Marry Me,E♭ Major,85,5B,68,41,58,50
Thomas Rhett,What’s Your Country Song,F Major,174,7B,71,71,36,48
Thomas Rhett,After All The Bars Are Closed,E Major,105,12B,73,60,70,49
"Thomas Rhett, Riley Green",Half Of Me,G Major,112,9B,70,84,57,67
Thundercat,Funny Thing,G Major,140,9B,74,89,59,65
"Thundercat, Kendrick Lamar",Walk On By,A♭ Major,95,4B,66,30,83,75
"Tiësto, KAROL G",Don't Be Shy,B Minor,120,10A,64,79,77,51
