Song,Artist,Popularity,BPM,Genres,Parent Genres,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Camelot,Artist_Clean,Song_Clean
Pocketful of Sunshine,Natasha Bedingfield,82,110,,,03:22,72,88,19,0,66,0,0,-4,A minor,4,8A,Natasha Bedingfield,Pocketful of Sunshine
The other side of Running Low,Zønnevelds'Ney,14,96,,,03:32,68,65,10,3,76,0,0,-10,A#/B♭,4,6B,Zønnevelds'Ney,The other side of Running Low
Use Somebody,Kings of Leon,83,137,modern rock,Rock,03:50,28,72,1,0,17,0,20,-5,C,4,8B,Kings of Leon,Use Somebody
Dead End,Neurotics,16,179,,,01:52,19,95,1,0,50,10,30,-5,A,4,11B,Neurotics,Dead End
We Can't Stop,Miley Cyrus,83,80,,,03:51,61,62,1,0,48,0,30,-6,C♯/D♭ minor,4,12A,Miley Cyrus,We Can't Stop
Mo Money,Jason Myrla,11,95,,,03:43,75,70,12,0,95,10,30,-8,F minor,4,4A,Jason Myrla,Mo Money
Am I Wrong,Nico & Vinz,80,120,,,04:05,73,68,18,0,78,0,50,-6,G#/A♭,4,4B,Nico & Vinz,Am I Wrong
LOSE URSELF,"Bilye,Bluesonik",6,128,,,03:38,71,85,0,0,55,0,0,-6,B,4,1B,Bilye,LOSE URSELF
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER,Pitbull",87,120,"r&b, ",R&B,03:40,66,86,3,0,65,10,0,-3,G minor,4,6A,USHER,DJ Got Us Fallin' In Love (feat. Pitbull)
A Moment Of Madness,Shady Maze,8,120,,,04:11,60,50,1,0,28,0,0,-10,C minor,4,5A,Shady Maze,A Moment Of Madness
Glad You Came,The Wanted,79,127,,,03:17,72,85,3,0,45,0,10,-4,G minor,4,6A,The Wanted,Glad You Came
Joyride,Sean Slick,0,145,,,03:09,82,34,68,0,30,30,20,-13,C♯/D♭,4,3B,Sean Slick,Joyride
Good Feeling,Flo Rida,83,128,,,04:08,71,89,6,0,68,0,30,-4,C♯/D♭ minor,4,12A,Flo Rida,Good Feeling
Dirty Money,"B.R.C. Fat Chris,Derez DeShon,T-Rell,Goldmouf Famgoon",15,77,,,02:35,58,60,28,0,54,30,30,-10,D#/E♭ minor,4,2A,B.R.C. Fat Chris,Dirty Money
One More Night,Maroon 5,82,93,pop,Pop,03:39,72,82,6,0,62,0,0,-3,F minor,4,4A,Maroon 5,One More Night
CRITICAL,CalmSeize,18,124,"melodic techno, melodic house",Electronic,03:54,61,88,0,57,50,0,0,-10,A#/B♭ minor,4,3A,CalmSeize,CRITICAL
Fire Burning,Sean Kingston,78,123,,,03:59,84,80,2,0,89,0,30,-3,C♯/D♭,4,3B,Sean Kingston,Fire Burning
Universe,Ulf Ahlberg,29,130,,,03:28,63,62,0,0,30,0,10,-9,C,4,8B,Ulf Ahlberg,Universe
F**kin' Perfect - Radio Edit,P!nk,72,92,,,03:33,56,65,4,0,50,0,30,-5,G,4,9B,P!nk,F**kin' Perfect
A Life So Great,Brett L Walker,32,91,,,03:05,58,55,16,0,73,0,30,-10,G,4,9B,Brett L Walker,A Life So Great
So What,P!nk,80,126,,,03:35,53,87,0,0,46,0,20,-3,B minor,4,10A,P!nk,So What
I Know You Rider,Les Fradkin,4,134,,,03:06,27,80,15,14,80,0,40,-6,C,4,8B,Les Fradkin,I Know You Rider
True Love (feat. Lily Allen),"P!nk,Lily Allen",70,192,,,03:50,45,83,0,0,57,30,10,-5,A,4,11B,P!nk,True Love (feat. Lily Allen)
Save Me,"JXM,THE KRN",12,117,,,02:30,47,54,17,0,7,0,10,-10,C♯/D♭,4,3B,JXM,Save Me
Watching the World,Noah Seabolt,10,110,,,04:09,72,88,11,0,49,0,10,-8,E,4,12B,Noah Seabolt,Watching the World
Malta,Markoe,12,140,,,02:59,58,17,96,2,36,0,10,-15,B,4,1B,Markoe,Malta
Maps,Maroon 5,86,120,pop,Pop,03:09,74,71,2,0,88,0,0,-6,C♯/D♭ minor,4,12A,Maroon 5,Maps
Not Just Another Love Gone Wrong Song,"Dave Rogers,Elipsi_Music",11,158,,,05:24,21,92,1,40,42,10,10,-4,C♯/D♭ minor,4,12A,Dave Rogers,Not Just Another Love Gone Wrong Song
Die Young,Kesha,83,128,,,03:31,71,70,0,0,80,0,20,-5,C♯/D♭ minor,4,12A,Kesha,Die Young
Made For Me,SRJR Productions,26,75,,,04:35,67,36,13,0,42,0,0,-11,A,4,11B,SRJR Productions,Made For Me
Troublemaker (feat. Flo Rida),"Olly Murs,Flo Rida",78,106,,,03:05,76,86,2,0,97,0,10,-4,C minor,4,5A,Olly Murs,Troublemaker (feat. Flo Rida)
Disarray,The Friends of Norman Havelock,18,90,,,02:59,48,69,15,0,50,0,20,-6,C,4,8B,The Friends of Norman Havelock,Disarray
Some Nights,fun.,72,108,,,04:37,67,74,2,0,39,0,0,-7,C,4,8B,fun.,Some Nights
Drops of Jupiter (Tell Me),Train,85,79,soft pop,Pop,04:19,48,64,15,0,50,0,10,-6,C,4,8B,Train,Drops of Jupiter (Tell Me)
Je suis,Olga Neff,23,85,,,02:32,74,18,67,19,12,0,10,-15,C,4,8B,Olga Neff,Je suis
If We Ever Meet Again (Featuring Katy Perry),"Timbaland,Katy Perry",72,126,pop,Pop,04:52,65,61,0,0,39,0,0,-7,G#/A♭,4,4B,Timbaland,If We Ever Meet Again (Featuring Katy Perry)
Knockin' On Your Door,Joel McColl,16,83,,,04:35,63,61,9,0,80,0,10,-11,D,4,10B,Joel McColl,Knockin' On Your Door
I Don't Want to Be,Gavin DeGraw,59,154,,,03:39,44,89,1,0,46,0,10,-4,C minor,4,5A,Gavin DeGraw,I Don't Want to Be
Dragonfly,Ada-,6,80,,,03:26,44,62,71,0,58,0,30,-8,C,4,8B,Ada-,Dragonfly
Good Life,OneRepublic,78,95,soft pop,Pop,04:13,63,69,8,0,65,0,10,-8,F#/G♭,4,2B,OneRepublic,Good Life
Falling,Christel Golden,13,134,,,04:16,38,38,90,0,10,0,10,-11,D,5,10B,Christel Golden,Falling
Burn,Ellie Goulding,79,87,,,03:51,31,76,30,0,34,0,10,-5,A#/B♭ minor,4,3A,Ellie Goulding,Burn
Color the Blue,Lexter Adam,1,95,,,03:19,76,65,1,0,73,10,10,-11,D,4,10B,Lexter Adam,Color the Blue
Classic,MKTO,84,102,,,02:55,72,79,4,0,76,10,10,-5,C♯/D♭,4,3B,MKTO,Classic
When I Met You,"Helen H,Fjellmann",8,160,,,04:35,51,37,78,2,23,0,10,-14,G minor,4,6A,Helen H,When I Met You
My House,Flo Rida,79,94,,,03:12,69,70,2,0,74,0,10,-5,G minor,4,6A,Flo Rida,My House
Southern Comfort - Single Edit,Helge Gravvold,14,122,,,05:29,60,88,2,0,57,0,20,-6,F#/G♭,4,2B,Helge Gravvold,Southern Comfort
UThought,Niglevel,11,160,,,03:12,78,93,8,0,95,20,20,-4,C♯/D♭,4,3B,Niglevel,UThought
LOW,HOUSECARTEL,27,120,,,04:20,57,96,10,66,55,0,0,-3,F minor,4,4A,HOUSECARTEL,LOW
LIFETIME,"psychodelix,ary kemler",27,75,melodic bass,Electronic,02:20,42,73,9,0,24,0,30,-5,G#/A♭,4,4B,psychodelix,LIFETIME
Apologize,"Timbaland,OneRepublic",77,118,soft pop,Pop,03:04,66,60,4,0,8,0,10,-6,G#/A♭,4,4B,Timbaland,Apologize
Not a Bad Thing,Justin Timberlake,59,86,,,,31,56,53,0,11,0,10,-9,C,4,8B,Justin Timberlake,Not a Bad Thing
Bad and Boujee (feat. Lil Uzi Vert),"Migos,Lil Uzi Vert",8,127,"trap, melodic rap",Hip Hop,,93,67,6,0,17,20,10,-5,B,4,1B,Migos,Bad and Boujee (feat. Lil Uzi Vert)
Holy Grail,"JAY-Z,Justin Timberlake",65,145,"hip hop, east coast hip hop, rap, ",Hip Hop,,68,53,6,0,16,0,20,-7,D minor,4,7A,JAY-Z,Holy Grail
Mercy,"Kanye West,Big Sean,Pusha T,2 Chainz",72,140,"rap, southern hip hop",Hip Hop,,56,50,7,0,43,40,10,-9,F#/G♭ minor,4,11A,Kanye West,Mercy
Redbone,Childish Gambino,6,160,,,,74,34,17,1,58,10,10,-11,C♯/D♭,4,3B,Childish Gambino,Redbone
Suit & Tie (feat. JAY-Z),"Justin Timberlake,JAY-Z",71,102,"hip hop, east coast hip hop, rap",Hip Hop,,80,60,10,0,36,20,10,-4,B minor,4,10A,Justin Timberlake,Suit & Tie (feat. JAY-Z)
Drunk in Love (feat. JAY-Z),"Beyoncé,JAY-Z",75,140,"hip hop, east coast hip hop, rap",Hip Hop,,58,62,1,0,40,0,10,-7,F minor,4,4A,Beyoncé,Drunk in Love (feat. JAY-Z)
The Edge Of Glory,Lady Gaga,67,128,"art pop, pop",Pop,,58,77,0,2,36,0,10,-7,A,4,11B,Lady Gaga,The Edge Of Glory
Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Mary Lambert",62,85,,,,69,47,72,0,30,10,10,-9,G#/A♭,4,4B,Macklemore & Ryan Lewis,Same Love (feat. Mary Lambert)
Low Life (feat. The Weeknd),"Future,The Weeknd",86,144,"rap, ",Hip Hop,,72,33,34,28,10,0,10,-8,G#/A♭,4,4B,Future,Low Life (feat. The Weeknd)
SICKO MODE,Travis Scott,85,155,rap,Hip Hop,,83,73,1,0,45,20,10,-4,G#/A♭,4,4B,Travis Scott,SICKO MODE
Only,"Nicki Minaj,Drake,Lil Wayne,Chris Brown",67,179,"rap, hip hop, r&b","Hip Hop, R&B",,57,50,41,0,26,50,10,-7,G#/A♭ minor,3,1A,Nicki Minaj,Only
The Time (Dirty Bit),Black Eyed Peas,76,128,,,,82,81,7,0,44,0,60,-8,F#/G♭ minor,4,11A,Black Eyed Peas,The Time (Dirty Bit)
She Will,"Lil Wayne,Drake",2,100,"rap, hip hop",Hip Hop,,36,84,0,0,8,10,20,-5,G#/A♭,5,4B,Lil Wayne,She Will
Lighters,"Bad Meets Evil,Bruno Mars",72,90,,,,68,70,35,0,14,20,10,-8,C,4,8B,Bad Meets Evil,Lighters
MotorSport,"Migos,Nicki Minaj,Cardi B",70,138,"trap, ",Hip Hop,,90,52,3,0,19,10,30,-5,D,4,10B,Migos,MotorSport
All Of The Lights,Kanye West,81,142,rap,Hip Hop,,53,80,8,0,22,0,10,-3,C♯/D♭,4,3B,Kanye West,All Of The Lights
Wagon Wheel,Darius Rucker,82,148,country,Country,,54,66,46,0,58,0,10,-7,A,4,11B,Darius Rucker,Wagon Wheel
I'm On One,"DJ Khaled,Drake,Rick Ross,Lil Wayne",74,149,"rap, southern hip hop, hip hop",Hip Hop,,41,81,5,0,44,30,60,-3,B minor,4,10A,DJ Khaled,I'm On One
Ain't It Fun,Paramore,79,104,"pop punk, emo, emo pop","Rock, Pop",,61,89,15,0,67,0,0,-4,A,4,11B,Paramore,Ain't It Fun
Hello,Adele,1,158,soft pop,Pop,,48,45,34,0,29,0,0,-6,F minor,4,4A,Adele,Hello
Bad Romance,Lady Gaga,90,119,"art pop, pop",Pop,,70,92,0,0,71,0,0,-4,C,4,8B,Lady Gaga,Bad Romance
Clique,"Kanye West,JAY-Z,Big Sean",65,109,"rap, hip hop, east coast hip hop, ",Hip Hop,,66,54,5,0,31,30,20,-6,A minor,5,8A,Kanye West,Clique
Black Beatles,"Rae Sremmurd,Gucci Mane",79,146,"southern hip hop, rap, trap",Hip Hop,,79,63,14,0,36,0,10,-6,C,4,8B,Rae Sremmurd,Black Beatles
BedRock,"Young Money,Lloyd",73,148,r&b,R&B,,73,67,10,0,55,20,10,-6,G#/A♭,4,4B,Young Money,BedRock
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne",67,81,"rap, hip hop",Hip Hop,,60,67,5,0,82,0,10,-4,G,4,9B,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)"
Someone Like You,Adele,3,135,soft pop,Pop,,56,33,89,0,28,0,10,-8,A,4,11B,Adele,Someone Like You
I Don't Fuck With You,"Big Sean,E-40",77,98,"hyphy, west coast hip hop, g-funk","Hip Hop, R&B",,82,73,4,0,40,0,30,-5,C♯/D♭,4,3B,Big Sean,I Don't Fuck With You
Scream & Shout,"will.i.am,Britney Spears",82,130,pop,Pop,,77,69,2,0,50,0,10,-7,F,4,7B,will.i.am,Scream & Shout
Thinking out Loud,Ed Sheeran,86,79,soft pop,Pop,,78,45,47,0,59,0,10,-6,D,4,10B,Ed Sheeran,Thinking out Loud
Moment 4 Life,"Nicki Minaj,Drake",1,98,rap,Hip Hop,,68,88,41,0,39,20,20,-4,B,4,1B,Nicki Minaj,Moment 4 Life
Paradise,Coldplay,87,140,,,,45,59,5,0,21,0,0,-7,F,4,7B,Coldplay,Paradise
Need You Now,Lady A,76,108,"country, pop country","Country, Pop",,59,62,9,0,23,0,20,-6,E,4,12B,Lady A,Need You Now
Mirrors - Radio Edit,Justin Timberlake,64,77,,,,58,60,14,0,65,0,40,-6,G#/A♭,4,4B,Justin Timberlake,Mirrors
Take Care,"Drake,Rihanna",79,122,"rap, ",Hip Hop,,63,52,3,0,30,20,0,-10,C minor,4,5A,Drake,Take Care
I Will Wait,Mumford & Sons,4,131,"folk, indie folk, folk rock","Folk, Rock",,48,76,1,1,45,0,30,-5,C♯/D♭,4,3B,Mumford & Sons,I Will Wait
Deuces (feat. Tyga & Kevin McCall),"Chris Brown,Tyga,Kevin McCall",74,74,"r&b, ",R&B,,69,74,3,0,22,10,0,-5,C♯/D♭,4,3B,Chris Brown,Deuces (feat. Tyga & Kevin McCall)
Alejandro,Lady Gaga,80,99,"art pop, pop",Pop,,63,80,0,0,37,0,30,-7,B minor,4,10A,Lady Gaga,Alejandro
You Say,Lauren Daigle,77,148,"christian, worship, ccm, christian pop","Christian, Pop, Traditional Music",,49,63,68,0,8,0,0,-7,F,4,7B,Lauren Daigle,You Say
Clarity,"Zedd,Foxes",81,128,"edm, ",Electronic,,51,78,4,0,18,0,0,-3,G#/A♭,4,4B,Zedd,Clarity
Right Above It,"Lil Wayne,Drake",73,72,"rap, hip hop",Hip Hop,,35,84,4,0,46,30,50,-4,D#/E♭ minor,4,2A,Lil Wayne,Right Above It
Girl On Fire (feat. Nicki Minaj) - Inferno Version,"Alicia Keys,Nicki Minaj",56,93,"r&b, neo soul, ",R&B,,59,81,9,0,34,20,10,-6,A,4,11B,Alicia Keys,Girl On Fire (feat. Nicki Minaj)
Uptown Funk (feat. Bruno Mars),"Mark Ronson,Bruno Mars",88,115,,,,86,61,1,0,93,0,0,-7,C,4,8B,Mark Ronson,Uptown Funk (feat. Bruno Mars)
All of Me,John Legend,88,120,"soft pop, neo soul","R&B, Pop",,42,26,92,0,33,0,10,-7,G#/A♭,4,4B,John Legend,All of Me
OMG (feat. will.i.am),"USHER,will.i.am",81,130,"r&b, ",R&B,,78,75,20,0,33,0,30,-6,E minor,4,9A,USHER,OMG (feat. will.i.am)
I Feel It Coming,"The Weeknd,Daft Punk",79,93,"french house, electronic, electro",Electronic,,77,82,43,0,59,10,0,-6,C minor,4,5A,The Weeknd,I Feel It Coming
Nothin' on You (feat. Bruno Mars),"B.o.B,Bruno Mars",82,104,,,,69,85,39,0,74,0,0,-6,A#/B♭,4,6B,B.o.B,Nothin' on You (feat. Bruno Mars)
Hotline Bling,Drake,81,135,rap,Hip Hop,,89,63,0,0,55,0,0,-8,D,4,10B,Drake,Hotline Bling
Little Talks,Of Monsters and Men,83,103,folk pop,"Folk, Pop",,46,76,2,0,42,0,10,-5,C♯/D♭,4,3B,Of Monsters and Men,Little Talks
Don't Tell 'Em,"Jeremih,YG",78,98,,,,86,53,39,0,39,10,10,-5,D,4,10B,Jeremih,Don't Tell 'Em
Loyal (feat. Lil Wayne & Tyga),"Chris Brown,Lil Wayne,Tyga",79,99,"r&b, rap, hip hop, ","Hip Hop, R&B",,84,52,2,0,62,0,10,-6,A#/B♭ minor,4,3A,Chris Brown,Loyal (feat. Lil Wayne & Tyga)
Perfect,Ed Sheeran,90,95,soft pop,Pop,,60,45,16,0,17,0,10,-6,G#/A♭,3,4B,Ed Sheeran,Perfect
Blurred Lines,"Robin Thicke,T.I.,Pharrell Williams",81,120,"southern hip hop, ",Hip Hop,,85,60,0,0,84,0,0,-5,G,4,9B,Robin Thicke,Blurred Lines
Love The Way You Lie,"Eminem,Rihanna",87,87,"rap, hip hop, ",Hip Hop,,75,93,24,0,64,20,50,-5,A#/B♭,4,6B,Eminem,Love The Way You Lie
No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame,Roscoe Dash,Wale",81,131,,,,76,60,1,0,36,0,20,-6,C♯/D♭,4,3B,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale)
Too Good,"Drake,Rihanna",76,118,"rap, ",Hip Hop,,79,65,5,0,40,10,10,-8,G,4,9B,Drake,Too Good
What's My Name?,"Rihanna,Drake",52,100,rap,Hip Hop,,69,78,22,0,60,0,0,-3,D,4,10B,Rihanna,What's My Name?
Party Rock Anthem,"LMFAO,Lauren Bennett,GoonRock",73,130,,,,75,73,2,0,36,10,20,-4,F minor,4,4A,LMFAO,Party Rock Anthem
Antidote,Travis Scott,75,131,rap,Hip Hop,,71,53,1,0,12,0,10,-5,C♯/D♭,4,3B,Travis Scott,Antidote
Breakeven,The Script,68,94,,,,63,70,17,0,54,0,0,-5,A#/B♭,4,6B,The Script,Breakeven
Castle on the Hill,Ed Sheeran,82,135,soft pop,Pop,,46,83,2,0,47,10,10,-5,D,4,10B,Ed Sheeran,Castle on the Hill
No Guidance (feat. Drake),"Chris Brown,Drake",80,93,"r&b, rap","R&B, Hip Hop",,70,45,12,0,14,10,10,-7,C♯/D♭ minor,4,12A,Chris Brown,No Guidance (feat. Drake)
Born This Way,Lady Gaga,72,124,"art pop, pop",Pop,,59,83,0,0,49,10,30,-5,B,4,1B,Lady Gaga,Born This Way
Let It Go,James Bay,65,147,,,,54,31,82,0,25,0,10,-10,C♯/D♭,4,3B,James Bay,Let It Go
Sail,AWOLNATION,7,119,,,,83,44,45,61,24,0,10,-10,C♯/D♭,4,3B,AWOLNATION,Sail
Can't Hold Us (feat. Ray Dalton),"Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",82,146,,,,64,92,3,0,85,0,0,-4,D,4,10B,Macklemore,Can't Hold Us (feat. Ray Dalton)
Photograph,Ed Sheeran,89,108,soft pop,Pop,,61,38,61,0,20,0,10,-10,E,4,12B,Ed Sheeran,Photograph
The A Team,Ed Sheeran,76,85,soft pop,Pop,,64,29,67,0,41,0,10,-10,A,4,11B,Ed Sheeran,The A Team
Counting Stars,OneRepublic,76,122,soft pop,Pop,,66,71,7,0,47,0,10,-5,C♯/D♭ minor,4,12A,OneRepublic,Counting Stars
It Will Rain,Bruno Mars,75,150,,,,58,84,34,0,48,0,0,-7,D,4,10B,Bruno Mars,It Will Rain
Imma Be,Black Eyed Peas,6,92,,,,60,52,18,0,41,30,30,-7,C,4,8B,Black Eyed Peas,Imma Be
Elastic Heart,Sia,71,130,,,,42,79,1,0,50,0,10,-5,A,4,11B,Sia,Elastic Heart
Too Close,Alex Clare,62,126,,,,58,71,1,0,29,0,10,-4,B minor,4,10A,Alex Clare,Too Close
Boo'd Up,Ella Mai,71,82,r&b,R&B,,56,78,9,0,24,0,0,-5,A#/B♭ minor,4,3A,Ella Mai,Boo'd Up
White Iverson,Post Malone,79,130,,,,68,56,23,0,31,0,0,-8,G,4,9B,Post Malone,White Iverson
Don't You Wanna Stay (with Kelly Clarkson),"Jason Aldean,Kelly Clarkson",0,144,"country, acoustic country, christmas","Country, Folk, Pop",,45,63,13,0,15,0,0,-5,B,4,1B,Jason Aldean,Don't You Wanna Stay (with Kelly Clarkson)
Latch,"Disclosure,Sam Smith",71,122,"house, soft pop","Electronic, Pop",,73,74,2,0,54,0,0,-5,C♯/D♭,4,3B,Disclosure,Latch
Blow Me (One Last Kiss),P!nk,69,114,,,,60,92,0,0,73,0,20,-3,G,4,9B,P!nk,Blow Me (One Last Kiss)
Bad (feat. Tiara Thomas),"Wale,Tiara Thomas",53,114,,,,87,64,2,0,28,0,10,-7,F#/G♭ minor,4,11A,Wale,Bad (feat. Tiara Thomas)
I Like It,"Cardi B,Bad Bunny,J Balvin",79,136,"reggaeton, trap latino, urbano latino, latin","Latin, Hip Hop",,82,73,10,0,65,10,30,-4,F minor,4,4A,Cardi B,I Like It
iSpy (feat. Lil Yachty),"KYLE,Lil Yachty",70,75,,,,75,65,38,0,67,20,20,-7,G,4,9B,KYLE,iSpy (feat. Lil Yachty)
Love Me,"Lil Wayne,Drake,Future",3,125,"rap, hip hop",Hip Hop,,67,61,1,0,46,0,10,-7,G#/A♭ minor,4,1A,Lil Wayne,Love Me
Give Me Everything (feat. Nayer),"Pitbull,AFROJACK,Ne-Yo,Nayer",90,129,"edm, big room, latin dance","Electronic, Latin",,67,94,19,0,53,10,30,-3,G#/A♭,4,4B,Pitbull,Give Me Everything (feat. Nayer)
Let Her Go,Passenger,1,75,folk pop,"Folk, Pop",,48,55,37,0,24,0,10,-7,G,4,9B,Passenger,Let Her Go
Earned It (Fifty Shades Of Grey) - From The  Fifty Shades Of Grey  Soundtrack,The Weeknd,74,120,,,,66,38,39,0,43,0,10,-6,D minor,3,7A,The Weeknd,Earned It (Fifty Shades Of Grey)
Love Me Like You Do - From  Fifty Shades Of Grey ,Ellie Goulding,50,95,,,,48,61,25,0,28,0,10,-7,G#/A♭,4,4B,Ellie Goulding,Love Me Like You Do
23,"Mike WiLL Made-It,Miley Cyrus,Wiz Khalifa,Juicy J",73,140,"rap, memphis rap, crunk",Hip Hop,,86,60,0,0,32,0,10,-5,A,4,11B,Mike WiLL Made-It,23
For the First Time,The Script,67,174,,,,40,63,3,0,36,0,10,-5,A,4,11B,The Script,For the First Time
"Me, Myself & I","G-Eazy,Bebe Rexha",81,112,,,,76,67,2,0,39,10,10,-7,C minor,4,5A,G-Eazy,"Me, Myself & I"
"i hate u, i love u (feat. olivia o'brien)","gnash,Olivia O'Brien",76,93,,,,49,28,69,0,18,30,10,-13,F#/G♭ minor,4,11A,gnash,"i hate u, i love u (feat. olivia o'brien)"
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,45,125,,,,66,68,25,0,25,0,30,-7,F,4,7B,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself)
Where Are Ü Now (with Justin Bieber),"Jack Ü,Skrillex,Diplo,Justin Bieber",77,139,"dubstep, edm, electro, electronic, moombahton, ","Electronic, Latin",,43,78,4,0,20,0,0,-4,E minor,4,9A,Jack Ü,Where Are Ü Now (with Justin Bieber)
1-800-273-8255,"Logic,Alessia Cara,Khalid",78,100,,,,62,57,57,0,36,0,10,-8,F minor,4,4A,Logic,1-800-273-8255
The Monster,"Eminem,Rihanna",82,110,"rap, hip hop, ",Hip Hop,,78,85,5,0,63,0,10,-4,C♯/D♭ minor,4,12A,Eminem,The Monster
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk,Pharrell Williams,Nile Rodgers",82,116,"french house, electronic, electro, ",Electronic,,79,81,4,0,86,0,10,-9,F#/G♭ minor,4,11A,Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]
Not Afraid,Eminem,81,115,"rap, hip hop",Hip Hop,,86,95,53,0,67,20,20,-1,C minor,5,5A,Eminem,Not Afraid
6 Foot 7 Foot,"Lil Wayne,Cory Gunz",9,79,"rap, hip hop, ",Hip Hop,,37,75,0,0,60,30,30,-5,D,4,10B,Lil Wayne,6 Foot 7 Foot
Wake Me Up,Avicii,17,124,edm,Electronic,,53,78,0,0,64,0,10,-6,D,4,10B,Avicii,Wake Me Up
Panda,Desiigner,68,145,,,,69,73,3,0,27,40,30,-6,A#/B♭ minor,4,3A,Desiigner,Panda
Something Just Like This,"The Chainsmokers,Coldplay",90,103,,,,62,64,5,0,45,0,10,-7,B minor,4,10A,The Chainsmokers,Something Just Like This
Stereo Love,"Edward Maya,Vika Jigulina",7,127,,,,78,78,3,2,36,0,0,-5,A,4,11B,Edward Maya,Stereo Love
Stuck Like Glue,Sugarland,65,84,country,Country,,70,80,33,0,84,0,0,-5,C♯/D♭,4,3B,Sugarland,Stuck Like Glue
I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN,Taylor Swift",84,118,,,,73,44,6,0,11,0,10,-8,C,4,8B,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker)
Try,P!nk,85,104,,,,67,63,0,0,55,0,0,-7,D,4,10B,P!nk,Try
jar of hearts,Christina Perri,77,75,soft pop,Pop,,35,35,73,0,9,0,10,-6,D#/E♭,4,5B,Christina Perri,jar of hearts
Story of My Life,One Direction,87,121,,,,60,66,23,0,29,0,10,-6,D#/E♭,4,5B,One Direction,Story of My Life
Titanium (feat. Sia),"David Guetta,Sia",60,126,"edm, dance, ",Electronic,,60,79,7,15,30,10,10,-4,C minor,4,5A,David Guetta,Titanium (feat. Sia)
No Limit,"G-Eazy,A$AP Rocky,Cardi B",71,176,"rap, ",Hip Hop,,84,77,1,0,41,20,0,-4,C♯/D♭,4,3B,G-Eazy,No Limit
Controlla,Drake,75,92,rap,Hip Hop,,59,47,8,0,35,10,10,-11,A#/B♭ minor,4,3A,Drake,Controlla
Closer,"The Chainsmokers,Halsey",89,95,,,,75,52,41,0,66,0,10,-6,G#/A♭,4,4B,The Chainsmokers,Closer
Haven't Met You Yet,Michael Bublé,73,123,christmas,Pop,,62,73,15,0,80,0,10,-5,G#/A♭,4,4B,Michael Bublé,Haven't Met You Yet
S&M,Rihanna,59,128,,,,77,68,1,0,83,0,10,-5,C♯/D♭,4,3B,Rihanna,S&M
Bailando - Spanish Version,"Enrique Iglesias,Descemer Bueno,Gente De Zona",67,91,"latin pop, latin, latin dance","Latin, Electronic, Pop",,72,78,4,0,96,10,0,-4,G,4,9B,Enrique Iglesias,Bailando
Take Your Time,Sam Hunt,67,158,"country, pop country","Country, Pop",,56,72,10,0,48,0,20,-6,B,4,1B,Sam Hunt,Take Your Time
The Hills,The Weeknd,88,113,,,,59,56,7,0,14,0,10,-7,C minor,4,5A,The Weeknd,The Hills
Just Give Me a Reason (feat. Nate Ruess),"P!nk,Nate Ruess",87,95,,,,78,55,34,0,44,0,10,-7,D,4,10B,P!nk,Just Give Me a Reason (feat. Nate Ruess)
Bottoms Up (feat. Nicki Minaj),"Trey Songz,Nicki Minaj",5,74,"r&b, ",R&B,,85,60,2,0,33,10,30,-5,C♯/D♭,4,3B,Trey Songz,Bottoms Up (feat. Nicki Minaj)
Where Have You Been,Rihanna,79,128,,,,72,85,0,2,44,0,20,-6,C minor,4,5A,Rihanna,Where Have You Been
Take Me to Church,Hozier,83,129,,,,57,66,63,0,44,0,10,-5,E minor,4,9A,Hozier,Take Me to Church
All I Want for Christmas Is You,Mariah Carey,70,150,christmas,Pop,,34,63,16,0,35,0,0,-7,G,4,9B,Mariah Carey,All I Want for Christmas Is You
Set Fire to the Rain,Adele,8,108,soft pop,Pop,,61,68,0,0,47,0,10,-4,D minor,4,7A,Adele,Set Fire to the Rain
Power Trip (feat. Miguel),"J. Cole,Miguel",7,100,"rap, r&b","R&B, Hip Hop",,67,61,32,0,47,20,40,-7,C♯/D♭,4,3B,J. Cole,Power Trip (feat. Miguel)
Yeah 3x,Chris Brown,72,130,r&b,R&B,,71,88,0,0,70,0,0,-3,B minor,4,10A,Chris Brown,Yeah 3x
I Won't Give Up,Jason Mraz,73,133,"soft pop, acoustic pop","Folk, Pop",,48,30,69,0,14,0,10,-10,E,3,12B,Jason Mraz,I Won't Give Up
