Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness,lyrics
3 Doors Down,It's Not My Time,C Major,128,8B,48,93,53,28,"Looking back at the beginning of this
And how life was
Just you and me lovin' all of our friends
Living life like an ocean
But now the current's only pulling me down
It's getting harder to breathe
It won't be too long and I'll be going under
Can you save me from this?

'Cause it's not my time, I'm not going
There's a fear in me, it's not showing
This could be the end of me
And everything I know
Ooh, but I won't go

I look ahead to all the plans that we made
And the dreams that we had
I'm in a world that tries to take 'em away
Oh, but I'm taking them back
'Cause all this time I've just been too blind to understand
What should matter to me
My friend, this life we live, it's not what we have
It's what we believe in

It's not my time, I'm not going
There's a fear in me, it's not showing
This could be the end of me
And everything I know
But it's not my time, I'm not going
There's a will in me and now I know that
This could be the end of me
And everything I know
Ooh, but I won't go, whoa, whoa, oh-oh
I won't go

There might be more than you believe
There might be more than you believe
There might be more than you can see

But it's not my time, I'm not going
There's a fear in me, it's not showing
This could be the end of me
And everything I know
But it's not my time, I'm not going
There's a will in me and now it's gonna show
This could be the end of me
And everything I know
Oh-oh

There might be more than you believe
There might be more than you believe
And there might be more than you can see

But I won't go
Oh no, I won't go down
Yeah"
"3 Doors Down, Jack Joseph Puig",Let Me Go,C# Minor,92,12A,64,86,48,49,
347aidan,MEMORIES!,A Major,155,11B,71,38,84,31,"Damn
Another pointless song about someone who doesn't give a shit about me
Yeah
So I'm lookin' through my memories, fallin' into jealousy
How can I miss you? You’re really just my enemy
Breakin' apart, but I gotta hold my legacy
And I don't wanna die young, I know that's not my destiny

So I'm lookin' through my memories, fallin' into jealousy
How can I miss you? You’re really just my enemy
Breakin' apart, but I gotta hold my legacy
And I don't wanna die young, I know that's not my destiny
So I'm lookin' through my memories, fallin' into jealousy
How can I miss you, you’re really just my enemy
Breakin' apart, but I gotta hold my legacy
And I don't wanna die young, I know that's not my destiny

Yeah, I'm searchin' for my destiny, driven for a better me
I don't wanna break your heart, so you better leave
It’s not that I don't love you, I'm just losing myself mentally
And yeah, I'd rather scream than use you as my remedy
I’m scared to open up
I’m scared to really feel
Afraid of my own mind
I don't know if I will heal
I wish that you weren’t real
I wish this ended when I woke up
And my high is my sobriety
I wish someone would save us
I know it's not my destiny to die without a legacy
I guess I am my enemy
Yeah, why’d I look through memories?

So I'm lookin' through my memories, fallin' into jealousy
How can I miss you? You’re really just my enemy
Breakin' apart, but I gotta hold my legacy
And I don't wanna die young, I know that's not my destiny
So I'm lookin' through my memories, fallin' into jealousy
How can I miss you? You’re really just my enemy
Breakin' apart, but I gotta hold my legacy
And I don't wanna die young, I know that's not my destiny

So I'm lookin' through my memories, fallin' into jealousy
How can I miss you? You’re really just my enemy
Breakin' apart, but I gotta hold my legacy
And I don't wanna die young, I know that's not my destiny"
347aidan,Demons and Monsters,A Minor,81,8A,60,32,78,41,"Yeah, nah, n-nah, nah, nah
Yeah, nah, n-nah, nah, nah
Nah, n-nah, nah, nah
Yeah, nah, n-nah, nah, nah
Ya, yeah
I said world overran by the demons and monsters
Yeah, nah, nah

World over ran by the demons and monsters
People in charge are just really the robbers
Fall into evil, corrupt for the dollars
Lost in my head, yeah my thoughts always wander
Lost in my head, yeah my thoughts always wander
Fall into evil, corrupt for the dollars
People in charge are just really the robbers
World overran by the demons and monsters

World overran by the demons and monsters
People in charge are just really the robbers
Fall into evil, corrupt for the dollars
Lost in my head, yeah, my thoughts always wander
World overran by the demons and monsters
People in charge are just really the robbers
Fall into evil, corrupt for the dollars
Lost in my head, yeah, my thoughts always wander

Chasing these demons, I'm wastin' my time
Voices are chattin' inside of my mind
Baby, I love you, but don't text my line
You just distract me when I'm tryna shine
Clueless to people that causin' me pain
Losin' myself, yeah, I'm mentally drained
And you brought me sun whenever it rained
And now you're a stranger I see random days
Nah-nah, nah-nah, nah, nah
Nah-nah, nah-nah, nah, nah
Nah-nah, nah-nah, nah, nah
Nah-nah, nah-nah, nah, nah
You got me runnin' in circles
Scribbles inside of my journal
Your beauty is more than external
But you got me jumpin' these hurdles

World overran by the demons and monsters (Yuh)
People in charge are just really the robbers (Ayy)
Fall into evil corrupt for the dollars (Ayy)
Lost in my head, yeah, my thoughts always wander (I'm sayin')

World overran by the demons and monsters
People in charge are just really the robbers
Fall into evil, corrupt for the dollars
Lost in my head, yeah, my thoughts always wander
World overran by the demons and monsters
People in charge are just really the robbers
Fall into evil, corrupt for the dollars
Lost in my head, yeah, my thoughts always wander

Smokin' green and doin' pottery to get into the lottery
No money but the property of simple piece of poverty
We all need some modesty, equal forms of quantity
And I might cause a robbery
To steal back all the ease of mind that's taken by society
I'ma need sobriety
Addicted to the things that ran me down, man, what an irony
But I won't suffer silently, building up this rivalry
Cuttin' out the toxic people, smiling, like, ""Finally, they gone""

All of my thoughts gonna wander, yeah
Lost in a search for a dollar, yeah
The good people turn into robbers, and
I'm hiding from demons and monsters, and

World overran by the demons and monsters
People in charge are just really the robbers
Fall into evil, corrupt for the dollars
Lost in my head, yeah, my thoughts always wander"
"347aidan, Kenny Beats",IDWK,A Major,140,11B,53,31,85,73,"(I don't wanna know, yeah)
(Woah, Kenny!)

Baby please don't tell me that, I don't wanna know
Just get out of my house and give me back my clothes
I've been maskin' all my feelings while I'm inhalin' this smoke
So just give me some space 'cause I'd rather be alone, yeah
Baby please don't tell me that, I don't wanna know
Just get out of my house and give me back my clothes
I've been maskin' all my feelings while I'm inhalin' this smoke
So just give me some space 'cause I'd rather be alone, yeah

Alkaline and dopamine
Baby, you so dope to me
Look, we made it globally
Find peace inside the poetry
Conscious thoughts and wasted words
Empty skies, not a single bird
Rumors of those things you heard
And them conversations that been getting stirred
I got houses filled with enemies
I let them all be friends with me
Ahead of them, can't get to me
Just watching all discrepancies
Used to flex on me with your better fits
And now I'm onto these better things
Might buy my mom a residence
I use music as my medicine, yeah

Baby please don't tell me that, I don't wanna know
Just get out of my house and give me back my clothes
I've been maskin' all my feelings while I'm inhalin' this smoke
So just give me some space 'cause I'd rather be alone, yeah
Baby please don't tell me that, I don't wanna know
Just get out of my house and give me back my clothes
I've been maskin' all my feelings while I'm inhalin' this smoke
So just give me some space 'cause I'd rather be alone, yeah

I'd rather be alone, yeah
I don't wanna know, yeah
I'd rather be alone, yeah"
38 Special,Caught Up In You,C# Minor,131,12A,68,68,43,93,"I never knew there'd come a day
When I'd be sayin' to you
""Don't let this good love slip away
Now that we know that it's true""

Don't, don't you know the kind of man I am?
No, said I'd never fall in love again
But it's real, and the feeling comes shining through

I'm so caught up in you, little girl
And I never did suspect a thing
So caught up in you, little girl
That I never wanna get myself free
And baby, it's true, you're the one
Who caught me, baby, you taught me
How good it could be

It took so long to change my mind
I thought that love was a game
I played around enough to find
No two are ever the same

You made me realize the love I missed
So hot, love I couldn't quite resist
When it's right, the light just comes shining through

I'm so caught up in you, little girl
You're the one that's got me down on my knees
So caught up in you, little girl
That I never wanna get myself free
And baby, it's true, you're the one
Who caught me, baby, you taught me
How good it could be

Fill your days and your nights
No need to ever ask me twice, oh no
Whenever you want me
And if ever comes a day
When you should turn and walk away, oh no
I can't live without you
I'm so caught up in you
Yeah, yeah, yeah

And if ever comes a day
When you should turn and walk away, oh no
I can't live without you

I'm so caught up in you, little girl
You're the one that's got me down on my knees
So caught up in you, little girl
That I never wanna get myself free
And baby, it's true, you're the one
Who caught me, baby, you taught me
How good it could be

Little girl
You're the one that's got me down on my knees
So caught up in you, little girl
That I never wanna get myself free
And baby, it's true, you're the one
Who caught me and taught me
You got me so caught up in you"
"3OH!3, Katy Perry, Matt Squire",STARSTRUKK (feat. Katy Perry),B Minor,140,10A,68,81,61,23,
3xbravo,I Luv Dat,D Minor,83,7A,40,44,63,51,"(Skeyez on the track, woah)

If I told you I love you, you should know it's real
'Cause I don't tell no one I love you 'cause love can get you killed (Okay)
Love can get you hurt (What else?), put inside the dirt
But I, I just wanna know if you can hold me down
Hop inside a whip so we can drive around
After that, we come back to my spot, I dick ya down, uh (I dick ya down)
Round after round (Uh), she moanin', makin' sounds
I dived in with a life vest, I wasn't tryna drown
She kind of toxic but I love that
She know she bad, ain't gotta brag, baby, I love that
She independent, in her bag, oh, I love that
Shе made these othеr bitches mad, oh, I love that, I love that, I love that

She woke up like this (Like this, like this)
She woke up like this
She was always fine, but she glowed up like this
Waited all her life just to shine like this, uh
She ain't got no nigga on her mind
She got six figures on her mind (On her mind)
All about her business, she ain't tryna waste no time
She ain't lettin' nan' nigga stop a dime, nan' nigga stop a grind
She feel like she in her prime
Waited long enough, now she feel like it's her time to shine
I had your back through it all, I'm just hopin' that you got mine

If I told you I love you, you should know it's real
'Cause I don't tell no one I love you 'cause love can get you killed (Okay)
Love can get you hurt (What else?), put inside the dirt
But I, I just wanna know if you can hold me down
Hop inside a whip so we can drive around
After that, we come back to my spot, I dick ya down, uh (I dick ya down)
Round after round (Uh), she moanin', makin' sounds
I dived in with a life vest, I wasn't tryna drown
She kind of toxic but I love that
She know she bad, ain't gotta brag, baby, I love that
She independent, in her bag, oh, I love that
She made these other bitches mad, oh, I love that, I love that, I love that

I love that
I love that
I love that
I love that, I love that, I love that (Skeyez on the track, woah)"
"41, Kyle Richh, Jenn Carter, TaTa","Bent (with Kyle Richh, Jenn Carter & TaTa)",D Major,124,10B,71,63,85,25,"(MC, make another hit) bitch, when is we fuckin' again?
Graah (Project-Project X-X-X) graah, graah
(Bitch, when is we fuckin' again?) Graah
Damn, I gotta relax
New opp, he got put in my gas
Like, it's a body if I kick it to Krash
Fuck, I think the D's on my-
Switch-Switch it in sport, if the D's on my ass
Body shot like Kim Kardash-
These niggas fast, they run like Flash
Pass it to Steve, he gon' 'oot it like Nash
On his body, don't let him get low
Yo Touch, this shit a float
Too many deads, I don't know what to roll
Keep a G, 'cause I don't wanna go
Pin it down, thumb tack
Tried to get low, told bro come back
They don't shoot but they all run track
Run up on me, bet he won't run back
Hennessy got me bent, bitch, when is we fuckin' again?
Like, if the pussy is good, I'ma spend
But fuck it, could kick it to Jenn
She a thootie, can tell by the walk (tell by the walk)
Sip Wock', can't even talk (can't even talk)
I can't help it, I stay in the stores (What? Damn)
Bitch-Bitch, I be totin' in Christian Dior (it's Carter, dickhead)
Like what, Jah pass the stick (what?)
Fuck, D's on my hip (D's on my hip)
Call up SV, tell him speed up the whip (speed up the whip)
It's okay, they can't see through the tint (see through the tint)
Yo, Star, why the fuck is he eyein'? (Like, damn-damn)
P-PSTD from the sound of the sirens (graah, graah)
Hmph, think he on timin'? (Like, what?)
Bullets is spreadin' like it was a virus (it was a virus)
Hennessy got me bent, bitch, when is we fuckin' again?
Like, if the pussy is good I'ma spend
But fuck it, could kick it to Jenn
She a thootie, can tell by the walk (tell by the walk)
Sip Wock', can't even talk (can't even talk)
I can't help it, I stay in the stores (what? Damn)
Bitch, I be totin' in Christian Dior (it's Carter, dickhead)
Like, I just met her she told me she love me (love me)
Like, she just want money and dick (on bro)
We in the spot told her give me a kiss
I could taste all the Casamigos on her lips (get back, bitch)
And if she a ten, I let her hold my knocker (knocker)
Ni-Nine shots in this gun, Ibaka (Ibaka)
Shh, Shh! Don't know who shot 'em (shot 'em)
Tryna shoot on this court I bet Mdotty block 'em (bitch)
I'm in the spot with the Crippys (with Crippys)
Like, I'm in the spot, and I'm grippy (grippy)
Like, please don't eye me in this party
Always feel safe when I know Star be with me
Like, off the Wocky, I'm drippy
Like, off the D'USSÉ, l'm litty (litty, bitch)
I'm tryna party with all the dooties
I got my face like all up in her titties, damn
Hennessy got me bent, bitch, when is we fuckin' again?
Like, if the pussy is good I'ma spend
But fuck it, could kick it to Jenn
She a thootie, can tell by the walk (tell by the walk)
Sip Wock', can't even talk (can't even talk)
I can't help it, I stay in the stores (what? Damn)
Bitch-Bitch, I be totin' in Christian Dior (it's Carter, dickhead)"
42 Dugg,Bestfriends,D Major,94,10B,67,70,82,45,"Me and Drez, nigga, me and Rece, nigga (Dmac on the fuckin' track)
Free all the muhfuckin' boys, nigga
Big fours (Tell a young nigga I need it, always been that way, nigga)
(Tuned up) Fuck with me, you sayin' somethin'?

Me and my youngin', all we like to do is get money (What else?)
Fuck hoes, kill niggas, spray shit
Sixty-four shots between us, can't miss
Bruh, I killed him, oh, he ain't dead? Fuck
R.I.P. to, tuh, he ain't had the same luck
Wire got one too, this is not the same truck
Get your ho hit speakin' down on a G
TJ on her ass in a SRT
Me and Tay, we just poured up another eight
Bruh, I hate when rat hoes start actin' fake
Forеver my brother keeper, mе and Drez
We done really blew shit down on my kids

Doggy gotta chill, might as well step in
Every time we touch a bitch, two FNs
Just call us the best friends, youngins really put in work
Then subtract five, all the niggas we done murdered
All these bitches gettin' fucked, I'm the never-fall-in-love-type
Cuz right, cookin' up, usin' two pots, nigga, thug life
I was just drinkin' cool shots, bitch, I love life, brrat
How much you gon' charge me for that n-n-n-n-neck?
All I know is disrespect, niggas ain't been in the field
You gotta whack, them niggas ain't doin' no drills
I never call you to duty, they'll never call you a shooter
How the fuck we all gettin' to it? How the fuck my dawg in a movie?
Fully automatic .45s, this not a Uzi
Still gon' blow it, nigga, I don't give a fuck
Half of the city's toe tags go to us
I ain't ever no showed no sign of a fuck
Nigga, tell me y'all want it, bitch, we can get it
Still on the corner, mix the fentanyl with Rizzy (You with who?)

Me and my youngin', all we like to do is get money (What else?)
Fuck hoes, kill niggas, spray shit
Sixty-four shots between us, can't miss
Bruh, I killed him, oh, he ain't dead? Fuck
R.I.P. to, tuh, he ain't had the same luck
Wire got one too, this is not the same truck
Get your ho hit speakin' down on a G
TJ on her ass in a SRT
Me and Tay, we just poured up another eight
Bruh, I hate when rat hoes start actin' fake
Forever my brother keeper, me and Drez
We done really blew shit down on my kids"
